30 250 4
73 44 65 70
69 61 24 75
68 55 46 78
45 45 41 47
92 47 26 45
91 32 79 58
81 62 63 92
96 31 58 95
97 21 32 49
23 12 79 75
34 39 90 75
81 82 25 91
20 64 73 44
48 11 98 89
42 82 34 21
64 45 83 59
41 49 79 92
86 57 26 37
70 92 93 72
47 97 41 78
53 49 23 33
92 36 72 98
37 48 73 33
66 29 77 25
79 35 23 97
55 43 89 95
60 81 67 29
80 12 73 26
92 51 33 72
31 60 69 72
95 57 60 20
76 42 80 19
53 15 77 10
51 34 80 33
89 74 65 50
95 78 33 21
47 74 85 15
38 38 64 75
12 11 78 89
57 49 50 47
53 61 65 33
83 26 100 56
67 90 22 53
93 47 13 67
67 29 16 79
36 64 12 10
71 63 44 72
24 71 75 99
64 15 77 63
47 24 54 64
52 64 28 47
40 25 40 87
91 64 28 81
70 39 42 95
57 88 28 18
82 48 77 47
28 30 36 79
33 24 26 63
56 43 95 35
64 23 47 88
15 88 53 71
57 97 57 66
95 87 77 66
40 38 79 13
56 73 68 25
20 86 59 34
65 32 43 24
86 10 73 62
71 55 84 50
46 23 49 21
66 20 33 21
98 100 42 59
73 92 11 50
39 33 89 38
65 89 67 47
44 53 49 61
92 16 58 23
10 12 39 46
39 40 45 60
10 44 54 91
82 55 14 93
62 61 81 93
25 82 22 69
70 97 62 35
20 79 31 59
95 19 75 87
25 82 80 57
66 60 73 19
67 33 38 75
58 33 28 12
56 17 24 73
95 16 21 95
59 14 24 67
44 31 23 16
36 51 95 36
44 89 25 58
37 38 78 46
15 26 12 34
97 54 38 36
50 77 96 73
45 58 93 43
94 44 85 43
61 62 56 69
73 39 28 74
49 68 95 22
77 51 29 10
73 50 45 70
75 59 74 95
57 91 45 32
42 90 98 88
31 42 60 31
83 25 11 15
12 65 14 21
15 41 11 27
27 57 34 68
89 99 39 65
54 11 43 70
29 47 18 95
55 67 77 18
38 44 74 39
95 51 99 93
76 100 65 35
54 55 69 13
30 31 84 34
84 59 56 77
40 92 49 43
31 86 71 30
17 13 29 92
39 56 61 70
79 42 60 24
43 73 37 22
52 22 100 87
87 32 63 37
100 56 80 86
68 83 31 51
87 65 31 50
11 27 59 47
31 97 79 10
33 70 90 85
46 29 41 97
69 64 96 29
52 34 59 26
26 61 83 66
52 46 40 92
72 39 97 20
53 23 12 52
21 97 31 31
29 78 30 33
25 14 97 80
51 13 83 15
69 63 17 51
39 48 74 44
15 94 16 40
73 25 37 58
31 97 15 95
88 41 78 53
72 45 37 66
74 81 93 29
74 58 82 76
47 16 66 89
47 72 39 44
39 75 43 23
51 62 25 65
11 79 97 20
87 23 62 64
65 84 45 54
56 100 59 62
81 16 50 42
35 81 55 60
14 62 43 10
60 79 63 51
91 46 41 25
77 100 48 37
58 28 94 22
87 98 64 28
82 36 26 19
64 37 22 44
75 86 91 69
23 27 81 41
13 37 61 28
92 88 25 36
18 86 11 65
98 23 68 39
51 63 53 56
73 21 93 21
63 25 52 48
45 98 87 46
79 69 45 81
76 85 59 99
72 75 68 60
80 98 83 69
73 90 53 26
73 55 73 45
57 10 31 38
17 72 33 99
14 89 27 11
19 81 28 90
44 19 76 26
64 57 66 95
20 25 81 40
38 71 89 38
33 35 11 18
34 73 82 88
32 89 54 63
39 19 72 87
42 62 43 14
35 70 29 43
65 63 44 76
13 74 72 25
48 83 61 87
34 55 93 90
96 86 21 99
27 19 44 38
86 62 60 72
77 40 20 75
66 10 56 44
52 93 84 75
68 57 98 75
62 71 88 50
44 94 85 77
39 53 80 44
45 78 39 37
77 64 35 66
69 35 36 82
89 30 83 71
100 46 59 72
90 25 47 43
47 88 49 61
25 86 59 18
73 77 92 34
61 54 73 20
95 22 69 84
60 46 49 43
72 28 20 69
19 58 93 42
34 33 80 13
26 71 36 87
32 57 11 55
14 80 66 74
23617 18629 13965 8804
67 86 27 21
99 84 79 17
80 100 41 53
12 38 54 100
94 36 73 42
36 50 97 22
86 71 59 55
43 49 26 53
15 41 57 62
60 32 65 44
98 48 76 13
22 33 56 16
84 39 45 63
24 96 72 88
42 52 94 65
80 50 96 34
67 70 81 32
41 38 88 20
53 39 27 91
40 40 25 35
80 64 63 50
62 37 26 94
71 84 88 10
83 61 39 80
38 88 34 44
67 11 93 57
73 47 71 46
56 64 21 28
93 89 36 74
18 55 24 81
75 44 33 62
62 27 54 98
22 92 80 19
36 16 91 99
49 72 89 47
18 37 13 35
45 98 40 92
87 42 75 42
84 86 63 27
35 12 75 11
78 92 85 31
91 92 78 53
89 89 54 12
86 85 17 19
93 37 69 18
67 38 67 27
46 100 39 77
43 58 14 93
74 52 59 29
67 28 65 21
67 12 71 32
40 64 47 19
50 67 24 52
38 88 67 52
10 83 35 79
75 99 77 61
52 83 46 36
35 86 88 11
18 47 13 42
69 76 89 15
55 48 35 28
40 41 65 63
92 18 85 11
55 40 72 93
75 89 17 89
73 93 43 67
59 67 89 78
94 10 65 21
54 64 84 19
87 81 55 43
75 49 86 12
63 37 57 44
67 34 95 50
78 11 13 72
13 26 93 90
39 16 86 16
51 60 10 31
51 69 13 53
43 84 43 17
14 82 84 91
75 96 24 31
22 72 99 23
92 55 83 68
55 17 23 46
13 21 67 53
55 54 20 40
70 27 64 56
63 65 85 42
78 74 80 82
27 21 92 53
83 35 13 11
78 79 10 94
93 16 89 14
42 32 35 43
19 75 21 44
24 58 66 41
55 22 100 51
75 12 93 31
52 41 86 24
14 94 50 70
19 33 94 82
48 51 32 45
13 51 89 48
37 42 24 38
92 100 83 68
48 94 48 50
39 20 42 10
30 35 57 97
60 79 31 85
87 78 52 26
43 46 81 45
35 83 58 38
45 100 43 98
60 54 11 76
37 81 73 38
12 82 27 48
26 17 41 71
33 31 100 77
52 33 37 16
14 30 49 71
31 24 47 34
11 25 98 50
24 79 98 12
68 81 38 77
57 29 88 63
56 99 22 24
55 44 49 67
49 36 70 14
21 61 30 42
85 21 60 91
13 96 48 57
24 96 29 47
37 30 97 63
44 91 27 48
40 14 54 72
65 53 26 17
22 43 13 80
81 30 12 21
45 65 13 74
42 83 50 46
85 61 82 43
94 23 61 78
25 60 21 23
38 29 46 74
11 97 25 15
31 14 49 70
46 24 27 81
98 42 12 73
90 20 80 31
100 85 30 40
83 79 47 43
58 70 91 37
83 44 99 35
89 83 87 89
42 33 15 36
71 74 91 30
64 42 13 10
34 18 76 80
41 13 80 26
80 32 26 27
12 97 81 16
63 89 44 88
24 27 33 51
19 76 75 88
92 82 56 50
31 46 46 58
100 54 61 61
63 56 57 35
11 46 91 82
68 43 56 41
62 28 33 14
18 30 38 80
31 15 88 34
86 79 59 48
21 30 76 60
30 45 31 37
77 27 97 46
59 79 43 11
17 85 88 88
16 34 53 57
39 37 10 62
95 60 84 99
63 69 73 27
95 30 33 61
24 59 100 34
25 31 38 86
91 59 21 15
27 58 10 34
21 49 12 62
55 35 85 58
83 27 57 72
54 53 30 67
43 76 79 94
31 15 36 95
81 30 36 53
58 36 14 48
100 41 55 10
57 77 70 58
75 63 53 23
42 51 82 66
76 19 93 59
86 30 83 30
100 11 86 34
64 22 95 19
63 26 13 84
74 82 60 47
87 82 31 51
83 35 60 81
72 86 60 13
93 33 23 97
28 100 88 49
96 97 88 25
79 51 48 30
67 91 74 48
88 85 22 18
89 93 20 66
27 77 69 73
36 25 50 37
30 68 90 87
42 64 38 25
69 61 13 68
16 46 91 38
52 92 100 40
11 92 79 98
18 14 18 85
26 65 40 30
28 41 54 22
90 22 28 92
95 76 33 26
29 45 63 79
90 44 96 86
27 12 30 97
51 90 12 67
59 77 31 82
73 38 85 30
66 56 38 38
97 25 44 30
62 47 44 21
64 74 22 15
40 12 30 48
20 38 98 30
30 89 21 19
47 63 72 17
50 88 96 94
79 11 12 61
50 90 89 61
81 13 93 15
100 89 83 48
87 47 74 45
37 10 89 67
26371 21535 15506 9799
61 34 46 50
93 39 19 87
79 85 44 91
47 18 42 51
94 71 29 92
12 80 16 35
64 87 99 74
75 64 14 24
76 37 46 53
92 38 36 34
89 79 16 24
52 18 63 83
87 62 44 86
24 84 12 92
42 46 66 24
41 85 18 10
91 88 39 67
91 25 55 38
61 41 70 69
91 82 36 24
40 24 19 82
53 86 16 94
78 29 90 10
75 43 51 40
69 70 96 38
48 73 58 16
67 23 66 24
61 69 77 89
79 57 58 32
72 14 50 71
40 29 18 32
24 34 64 36
58 96 96 79
32 64 27 98
74 68 50 78
73 31 54 12
61 53 78 98
67 48 37 37
91 23 66 58
97 28 24 71
77 18 40 56
16 76 38 28
70 58 36 25
66 39 62 71
17 61 64 46
14 74 85 31
35 51 11 81
92 26 46 52
14 95 33 80
30 45 54 26
36 40 66 50
47 65 70 57
60 17 27 55
92 58 22 15
98 25 63 88
12 45 85 63
13 74 33 37
63 46 32 97
14 99 79 77
15 96 69 87
96 53 81 67
91 52 48 35
28 36 53 36
19 60 27 23
100 44 67 69
67 69 10 43
44 12 67 30
24 68 47 53
31 47 78 47
83 76 67 90
85 66 11 37
52 11 13 21
66 81 51 87
16 51 76 87
65 31 65 85
63 20 61 72
49 53 35 44
63 62 53 79
37 77 81 59
72 33 33 53
41 84 37 20
79 41 54 50
26 80 39 74
12 55 64 77
82 16 82 24
79 33 90 92
89 26 45 34
23 49 81 65
78 39 46 98
54 84 85 76
100 29 49 81
71 73 63 55
92 13 65 84
19 61 81 89
81 94 65 70
91 19 86 91
62 45 25 61
59 26 43 54
65 17 78 73
66 61 14 99
29 80 51 22
77 44 34 43
84 24 23 68
10 63 36 82
93 88 32 87
34 65 91 81
69 31 65 92
40 85 45 91
64 86 39 10
27 23 15 51
84 25 36 53
13 19 97 91
11 24 60 44
25 47 34 53
75 77 23 48
47 12 10 74
25 18 41 58
30 32 43 19
39 54 14 91
77 68 30 28
86 20 43 73
32 60 56 31
35 94 36 98
86 54 58 14
65 61 76 35
99 15 73 90
54 70 82 94
19 83 52 10
59 95 32 77
42 45 19 83
71 78 95 29
70 28 99 51
50 44 84 60
85 33 75 61
40 31 40 57
60 67 30 71
81 68 79 59
78 48 91 96
59 39 20 22
42 21 71 21
60 44 36 18
79 99 41 70
95 13 40 96
27 16 23 50
32 15 25 44
99 75 23 13
71 76 77 34
56 82 57 75
46 93 33 57
46 25 70 24
75 29 33 32
36 78 40 84
25 25 35 71
18 23 58 61
77 26 13 29
56 15 100 25
28 15 43 65
83 17 90 27
29 85 39 34
13 41 99 74
89 32 78 80
61 62 15 30
81 43 56 90
93 97 74 64
84 37 51 48
50 30 58 38
54 65 60 28
79 11 75 63
98 32 43 33
78 70 70 53
66 93 55 26
26 11 21 79
31 26 97 34
97 68 44 40
21 90 100 96
28 31 13 92
43 57 74 74
80 58 75 17
40 35 67 75
28 48 31 65
38 84 72 62
89 37 75 41
95 90 19 45
94 84 43 82
96 43 94 64
63 43 45 89
33 65 54 37
12 73 94 29
100 82 98 87
83 15 74 50
28 10 66 86
84 69 34 70
64 75 99 97
64 39 18 37
57 62 64 21
87 41 70 58
10 64 72 74
32 30 37 99
19 50 25 62
67 94 13 26
52 35 28 13
16 20 57 57
94 100 38 64
26 52 15 79
41 11 10 73
83 84 66 95
95 24 68 94
49 36 17 96
55 67 12 38
80 62 54 87
98 21 82 96
10 54 34 89
41 58 68 52
23 68 25 47
79 41 49 99
79 71 17 22
89 73 67 55
83 57 62 55
66 30 22 60
88 33 64 67
55 43 53 64
71 47 22 60
56 72 13 32
39 71 96 72
64 95 25 28
32 77 85 35
21 59 83 96
80 73 99 17
26 23 70 41
65 62 74 25
80 11 27 34
93 63 14 89
51 88 50 98
30 40 65 43
24 49 89 96
20 48 30 67
29 86 53 27
69 77 79 68
97 57 44 42
70 83 70 44
41 37 56 30
58 76 36 23
44 78 77 72
59 77 21 62
91 98 42 27
100 42 72 24
68 68 55 71
56 94 20 70
33 53 58 67
39 23 50 96
27557 22205 15873 10112
52 84 56 10
58 22 16 89
49 88 51 57
83 92 71 42
61 32 69 80
57 49 75 59
44 99 59 33
31 10 78 94
11 36 49 42
45 38 64 44
86 76 43 71
90 10 65 18
10 47 21 36
76 88 35 46
50 80 99 82
19 23 25 58
51 20 36 23
21 60 18 14
91 59 26 81
57 48 10 35
23 48 61 86
18 28 12 16
24 32 11 71
53 91 79 22
92 41 24 79
63 47 82 24
31 76 40 100
25 11 44 99
33 56 10 79
75 63 83 79
43 14 88 66
34 30 67 93
30 90 86 88
100 37 10 37
57 66 21 50
88 28 48 10
84 18 86 13
33 10 99 45
94 39 68 86
48 12 41 66
24 81 19 51
71 73 84 60
35 100 19 27
62 92 32 19
90 64 72 60
51 75 29 30
29 91 86 61
37 26 69 33
13 89 82 96
47 46 68 21
45 57 82 36
91 86 88 36
48 62 73 75
93 33 88 75
25 60 59 89
75 25 19 49
85 71 46 56
62 15 84 12
20 80 55 94
31 32 46 99
57 54 22 30
94 90 64 16
73 87 24 18
29 33 43 32
91 81 83 37
50 22 74 43
60 66 92 36
70 93 78 79
86 34 82 88
24 46 19 79
41 45 15 88
88 98 27 33
55 79 51 93
69 54 23 80
19 99 18 63
60 64 43 77
47 29 27 18
16 21 14 78
59 12 65 62
48 87 13 80
89 92 78 89
73 25 35 61
17 27 56 64
33 28 96 71
44 66 86 76
50 84 46 51
88 29 97 57
45 52 55 66
20 51 23 69
34 86 63 59
44 37 12 87
76 72 20 90
38 81 52 85
80 43 69 55
30 29 41 25
59 17 12 44
38 28 61 44
87 69 15 34
99 78 78 100
57 85 63 41
61 48 63 48
66 47 63 72
33 87 85 49
93 66 73 100
60 46 74 52
35 100 17 43
14 33 24 94
34 30 71 22
28 60 36 65
91 71 83 40
90 10 32 41
79 65 67 80
69 82 40 30
88 93 50 36
80 17 24 69
78 74 82 36
69 81 68 52
38 94 32 59
61 22 29 69
35 78 58 13
64 84 65 93
43 80 52 10
45 10 76 56
85 26 48 17
63 55 55 18
14 36 12 53
18 26 56 32
18 82 61 85
49 55 52 85
23 70 43 91
10 20 43 87
32 20 23 84
89 55 24 35
50 70 34 53
17 67 82 46
10 12 59 80
95 76 18 29
89 43 38 78
25 67 76 12
71 93 75 15
51 68 46 81
28 75 98 51
34 64 72 86
14 99 43 33
84 91 74 42
27 96 16 10
94 84 37 38
24 34 53 39
17 16 59 89
14 69 22 70
95 62 53 79
60 55 81 76
98 73 58 52
75 30 50 59
11 45 89 96
63 95 98 62
68 39 21 14
99 73 91 53
10 39 88 100
23 81 48 53
12 80 19 94
73 95 59 47
62 38 92 65
20 24 70 57
83 86 74 36
75 26 33 95
95 72 43 17
60 16 22 40
69 60 41 34
16 36 31 67
89 18 26 74
60 22 38 71
64 53 18 29
48 96 16 37
85 54 22 73
91 39 18 99
14 11 10 54
53 58 11 69
61 95 79 20
87 94 36 79
19 81 24 57
94 76 98 40
69 91 76 61
85 48 23 20
48 80 98 10
77 86 31 23
73 47 16 45
80 85 29 15
34 43 90 55
29 49 66 42
56 25 89 68
12 39 49 77
33 65 28 98
62 35 46 69
71 23 40 99
30 59 34 84
93 99 45 78
51 38 29 83
66 14 78 91
58 13 33 45
43 80 44 23
98 96 59 26
43 51 28 78
60 36 42 23
82 64 53 20
98 30 28 28
70 29 60 40
50 43 95 92
97 27 24 62
94 91 96 20
34 23 41 13
11 41 35 62
39 33 77 92
35 11 22 69
38 64 74 99
49 15 75 14
60 84 16 78
24 55 100 87
66 60 48 29
38 93 93 10
63 25 77 44
100 47 40 83
46 70 43 60
100 96 16 51
98 61 12 30
61 92 99 10
45 86 64 55
30 69 70 53
23 58 43 34
77 48 83 94
55 27 50 26
70 98 92 48
15 61 37 66
72 90 68 88
91 51 71 63
12 94 11 92
88 71 37 53
49 51 35 28
94 95 77 22
50 37 31 43
94 41 58 85
66 26 31 16
21 13 70 43
97 34 12 16
66 79 16 64
80 84 78 11
64 18 22 40
21 94 27 12
94 77 21 23
71 82 13 61
27560 21328 16026 9904
53 23 34 79
85 92 94 82
72 20 88 20
75 42 19 93
66 84 39 26
31 31 67 23
77 89 87 63
98 20 70 55
74 11 77 36
98 94 20 88
58 83 31 67
15 98 22 60
45 59 34 70
67 92 69 70
70 98 38 95
35 12 68 65
77 67 58 38
77 18 99 28
64 27 99 56
95 55 55 20
52 97 55 60
75 39 75 64
76 53 23 46
40 71 54 57
63 56 94 47
45 67 44 62
70 89 60 78
74 16 33 58
35 68 74 57
71 93 43 27
44 45 21 48
32 92 84 100
53 44 58 71
78 99 83 58
24 70 73 10
62 48 49 55
100 48 13 51
87 51 99 100
74 11 21 98
15 38 45 30
21 34 67 42
54 27 32 35
80 77 35 68
40 47 100 87
24 15 10 26
20 49 61 60
59 44 56 38
22 61 99 15
60 89 73 80
13 25 100 51
49 54 64 59
28 53 74 16
46 11 86 22
99 94 32 46
71 50 98 85
73 93 49 94
41 74 46 83
31 62 12 10
36 64 14 24
12 52 94 74
33 35 55 94
98 69 11 16
24 43 50 75
80 45 56 46
99 51 46 55
98 40 92 73
41 23 10 52
73 39 64 61
35 73 68 45
12 32 88 87
61 77 54 61
56 81 53 68
41 92 30 26
99 40 63 12
44 85 47 44
75 49 49 24
34 16 59 43
79 75 85 50
46 49 42 61
33 65 19 66
84 77 62 27
48 81 46 56
10 36 66 64
38 27 78 43
24 51 86 13
28 89 64 45
43 53 94 12
35 54 66 30
74 46 72 80
10 22 63 93
14 11 17 60
95 66 91 38
29 44 39 36
39 76 75 34
53 55 88 88
47 58 37 64
40 85 24 34
14 93 41 30
61 42 50 62
93 38 69 59
21 51 12 46
23 20 92 87
90 48 14 28
47 58 41 97
70 74 55 78
59 54 82 62
12 37 39 96
51 58 10 60
66 55 11 72
23 58 19 26
92 45 54 51
43 81 80 90
37 45 95 52
89 53 77 66
65 37 50 96
41 14 84 32
74 81 37 32
12 25 34 40
66 50 79 83
44 49 17 42
79 94 25 52
66 98 88 42
44 40 69 20
83 79 17 41
75 97 58 25
46 40 100 93
21 56 18 21
83 34 44 18
78 49 99 34
27 21 66 30
73 35 72 56
65 96 26 75
13 69 81 50
53 78 49 96
27 85 56 81
57 35 59 22
16 44 70 46
82 90 57 46
31 40 49 47
48 66 77 54
41 73 33 31
76 28 69 48
85 59 100 95
63 29 54 59
88 28 94 16
90 62 17 17
79 47 51 39
97 82 96 38
49 20 83 80
11 51 56 80
38 91 19 23
100 19 58 89
15 18 64 88
95 56 83 97
38 38 82 22
45 83 60 70
38 67 94 89
88 12 24 98
33 53 33 99
44 87 59 53
31 20 49 11
45 40 13 93
69 17 29 19
47 74 84 38
16 72 79 64
10 11 12 10
37 10 16 72
28 73 52 52
90 35 89 89
97 20 70 63
22 20 96 17
56 23 20 74
45 53 66 24
71 44 39 19
92 86 70 12
72 11 92 91
60 80 22 15
94 87 27 93
69 12 17 51
57 100 89 83
67 74 19 92
67 22 51 23
58 57 81 75
86 73 58 36
88 36 47 83
80 61 56 14
85 86 63 80
46 60 91 42
52 67 24 48
53 15 39 48
22 54 16 92
44 33 23 92
81 69 70 89
81 18 54 12
22 71 36 63
47 66 28 87
11 15 13 53
97 16 63 24
93 52 93 17
40 48 43 28
76 49 58 28
50 68 50 75
14 63 83 82
73 55 15 72
26 54 97 100
72 66 78 45
83 56 88 69
10 56 51 61
32 79 77 86
96 68 58 97
59 60 32 75
62 41 87 39
48 33 61 44
31 48 29 51
99 24 85 13
82 95 39 34
28 71 27 84
24 12 55 24
21 62 43 80
18 43 28 33
77 67 22 48
84 72 50 46
85 46 37 28
19 79 16 60
99 58 35 85
64 67 85 86
22 99 67 12
94 72 18 16
15 79 20 28
92 15 77 16
28 58 34 82
22 76 54 97
42 68 34 36
47 44 98 91
20 95 46 49
20 64 86 21
86 61 84 58
85 28 66 55
86 23 83 84
18 35 19 20
63 45 71 95
75 37 65 100
77 55 11 47
58 39 16 50
45 69 16 62
44 33 33 54
18 80 39 10
70 75 30 97
63 15 11 98
19 83 42 91
25448 20207 15731 9165
17 84 68 27
38 13 77 87
47 77 92 45
53 87 63 96
58 21 83 54
48 21 53 19
51 35 93 81
86 50 65 40
18 90 40 31
35 75 34 43
21 14 40 12
76 56 22 30
23 60 65 59
98 57 99 54
37 78 58 16
15 32 68 17
43 16 49 10
74 42 39 41
43 57 49 10
52 33 76 24
77 58 95 67
95 19 44 88
18 22 18 44
23 37 51 46
81 55 18 53
14 32 10 36
95 92 38 14
40 22 69 79
86 32 64 33
53 49 51 13
80 94 76 34
29 81 32 16
51 41 73 51
60 43 53 66
21 55 80 80
57 54 99 24
49 71 48 31
65 34 83 63
51 69 33 21
94 65 66 35
71 12 34 91
14 45 42 39
43 41 92 95
74 24 81 58
61 48 22 93
71 56 87 77
24 12 13 93
64 98 60 93
16 12 53 95
17 79 92 24
75 68 88 46
21 19 12 65
85 51 52 77
34 12 83 53
51 46 23 93
39 37 80 74
14 21 92 78
93 30 95 13
71 80 17 51
24 99 73 58
85 96 20 29
94 33 11 12
27 44 94 43
92 71 54 54
76 51 21 49
37 18 67 55
17 13 72 11
54 97 91 79
57 68 64 53
69 87 54 49
29 98 17 92
99 17 70 79
71 88 50 79
59 82 69 75
90 80 94 39
72 57 75 98
11 20 61 94
89 73 100 49
61 78 27 47
59 21 69 16
81 43 12 28
79 96 79 64
28 89 72 79
66 76 77 47
70 47 25 44
44 53 35 97
96 60 29 42
83 58 24 46
99 84 45 68
66 89 77 72
89 98 72 71
76 86 13 80
93 26 47 57
66 75 100 99
99 24 95 53
72 15 71 53
38 84 54 52
45 73 26 75
28 31 85 88
41 94 34 88
27 52 30 61
59 19 25 54
64 75 30 72
22 67 71 48
61 92 83 58
33 18 71 99
61 41 12 78
74 82 43 65
96 90 79 96
37 38 48 88
81 92 74 91
26 50 72 56
42 15 44 65
92 10 34 79
37 71 57 30
90 55 75 83
69 96 64 39
44 38 46 89
29 66 99 75
62 89 24 65
40 76 40 51
64 93 11 68
13 19 53 59
16 77 79 22
15 14 89 41
81 91 91 30
17 66 19 51
46 88 89 78
17 46 60 18
77 57 12 35
46 81 46 49
41 15 11 39
26 66 23 87
11 23 82 32
44 81 63 23
23 84 56 91
45 38 65 71
31 19 39 44
81 26 73 55
96 48 75 31
53 50 33 85
80 86 16 14
53 56 10 79
43 21 52 64
22 54 43 16
24 99 68 55
51 48 74 44
63 63 34 32
62 63 29 10
73 92 56 53
45 50 30 60
94 10 71 14
29 45 61 32
98 41 17 91
58 99 27 14
62 97 97 79
57 41 43 85
32 38 79 72
38 98 15 87
83 71 80 24
48 23 98 43
31 61 10 90
78 60 90 97
61 58 48 28
58 20 97 77
83 77 65 83
56 97 55 85
77 18 40 66
70 55 81 45
39 25 32 31
20 38 76 62
28 49 40 32
36 18 35 35
78 58 23 68
92 88 80 38
83 56 66 26
67 55 89 26
69 72 13 49
54 29 61 99
41 70 74 16
90 74 23 88
14 66 73 63
29 84 49 61
74 47 48 98
36 39 90 68
34 85 11 51
60 65 73 51
12 30 55 42
51 18 13 97
38 97 44 97
79 42 75 37
14 35 30 77
55 38 97 55
66 65 59 80
10 20 17 82
36 42 66 77
63 84 19 13
69 14 95 77
71 43 16 39
59 31 12 74
89 90 39 47
86 19 60 47
26 60 99 58
57 26 87 84
26 48 86 54
86 37 91 24
63 91 12 66
51 78 69 88
51 47 97 54
24 71 11 78
64 88 45 73
94 80 27 66
32 75 13 96
45 25 40 22
12 23 28 90
66 29 74 50
33 88 99 56
73 81 27 63
77 57 23 96
85 16 52 86
46 42 60 19
81 15 81 21
95 26 75 45
53 78 91 87
90 33 15 80
63 66 39 13
74 22 75 14
63 74 18 64
53 65 14 76
43 33 60 19
66 98 29 23
77 20 22 49
48 53 28 37
49 14 31 57
29 98 58 33
37 13 70 14
