20 100 4
58 76 47 12
76 79 97 72
17 70 79 69
90 69 28 17
89 41 75 28
32 19 53 76
55 85 80 82
13 61 95 74
30 18 17 51
92 14 55 92
34 57 77 64
32 84 38 63
45 57 20 39
59 95 21 85
27 36 41 66
33 36 38 84
99 97 54 93
66 80 49 13
10 13 52 76
29 90 40 56
99 60 16 32
80 20 18 51
71 62 84 23
35 94 49 21
93 16 80 95
64 39 77 68
61 62 78 14
99 43 85 64
28 61 44 75
66 33 37 25
68 56 55 80
96 40 29 30
23 40 63 15
82 32 33 38
57 75 91 58
33 18 77 64
100 83 67 64
61 57 57 16
66 63 35 24
84 55 54 82
25 90 16 84
30 79 35 80
39 50 69 32
77 89 45 97
62 13 14 84
40 48 40 20
32 98 96 97
34 42 60 99
59 25 40 67
99 40 74 11
14 28 17 92
80 57 37 67
76 56 51 73
17 11 34 20
76 69 40 29
21 28 89 39
81 34 31 14
37 18 57 47
68 71 54 27
77 99 49 30
68 41 68 56
53 45 58 88
93 50 92 35
79 36 89 87
26 94 56 39
67 86 17 26
79 61 97 76
31 96 97 48
91 11 29 43
29 77 18 75
40 78 96 80
53 77 17 87
42 38 42 92
96 16 48 60
100 55 99 52
17 31 43 99
48 40 25 91
70 17 77 48
91 86 63 15
96 76 21 70
26 29 74 92
84 96 57 71
39 77 49 86
46 72 78 99
40 60 63 52
26 56 91 72
34 57 36 71
47 72 65 99
66 49 42 46
79 47 85 78
60 47 57 37
31 56 12 30
70 80 97 99
64 18 82 54
13380 10097 7735 6582
16 99 35 78
19 99 57 40
78 22 82 49
81 93 26 19
15 70 39 81
48 69 40 57
34 70 56 46
12 92 85 72
63 66 92 21
80 47 47 77
71 10 86 31
15 64 54 35
11 16 75 77
75 61 30 77
74 24 75 19
72 61 48 85
63 14 28 80
26 42 60 70
68 53 86 23
86 56 20 98
83 14 85 56
69 96 69 92
11 29 63 73
15 100 82 100
12 27 85 47
27 74 63 11
99 99 17 33
64 63 47 69
82 29 79 88
46 74 76 26
91 91 88 98
74 86 32 63
69 93 61 85
51 94 26 79
98 27 53 30
59 10 81 77
19 18 62 95
55 35 79 59
20 36 74 51
29 18 24 34
14 31 38 79
81 79 100 97
40 56 12 20
71 72 87 96
52 45 65 30
13 60 38 18
10 89 37 43
46 42 54 57
50 96 59 26
26 79 68 57
75 47 61 54
27 33 55 38
47 33 49 63
94 75 71 43
99 12 57 34
24 16 31 24
23 89 23 83
71 95 40 49
77 90 71 74
60 12 93 41
71 89 24 94
85 69 56 93
25 15 60 10
71 93 68 67
27 36 45 15
44 18 79 23
13 29 79 14
50 15 22 79
72 96 30 30
32 40 30 11
85 60 23 13
86 27 62 54
46 31 35 67
85 70 15 39
80 50 74 29
92 74 58 92
46 48 81 98
14 95 40 65
39 56 50 44
77 54 47 44
26 88 84 84
73 90 94 15
18 70 49 59
95 100 38 51
89 63 15 95
96 18 70 43
24 28 15 24
82 26 36 64
95 47 43 98
63 26 41 76
17 67 91 36
15 79 75 80
76 76 17 19
68 70 63 33
96 24 72 92
12 20 63 92
13 46 44 25
27 15 11 74
13 54 62 79
92 91 76 17
13271 11358 8977 6962
24 21 38 51
27 66 45 22
81 62 93 74
72 59 44 58
93 46 83 13
23 50 50 71
80 20 71 89
47 60 54 44
18 22 38 59
29 74 86 54
36 72 68 80
46 88 34 15
24 96 78 49
26 73 46 11
45 22 32 49
92 18 18 18
25 90 93 79
79 100 83 64
11 19 94 50
46 58 53 62
22 40 78 58
66 57 84 62
10 27 73 97
38 40 30 85
41 56 14 62
67 13 35 47
80 62 57 54
96 19 44 21
27 55 49 25
13 31 63 20
98 100 47 84
63 97 28 83
76 75 25 64
15 37 69 20
79 44 94 12
96 96 15 77
20 98 29 94
70 93 27 47
76 56 78 30
88 98 75 25
62 53 31 20
62 24 75 100
69 55 41 33
96 51 78 72
85 96 92 32
42 86 98 67
74 83 35 75
13 85 26 74
89 30 90 22
55 49 96 78
90 94 96 54
71 28 71 22
64 26 63 70
92 50 61 39
47 82 96 27
31 91 60 53
66 77 89 81
65 20 93 75
36 60 93 68
66 42 46 22
33 47 94 22
88 19 74 76
77 83 39 56
37 28 64 44
99 24 24 39
87 78 56 66
37 90 52 80
92 57 73 44
10 77 93 96
47 72 39 67
83 47 58 47
86 83 82 43
26 80 17 60
94 72 48 68
38 17 65 52
11 30 32 55
84 58 61 58
23 66 73 87
57 30 56 97
48 87 46 86
30 64 51 10
44 84 99 58
73 50 45 14
60 62 60 57
51 35 70 97
94 44 14 68
17 61 28 53
70 33 40 99
82 10 15 49
52 71 22 53
10 86 82 64
72 46 65 32
83 82 18 83
100 12 17 99
80 58 57 97
94 48 61 68
10 43 82 38
22 60 11 18
41 15 86 72
94 26 97 45
13388 10961 7989 6953
83 52 16 34
49 50 40 46
81 60 75 16
94 26 53 57
84 32 60 89
69 97 56 46
59 75 16 64
88 85 76 86
46 83 17 95
89 100 38 70
88 17 21 13
47 24 18 52
62 28 97 45
65 28 61 23
58 95 76 71
47 73 45 100
73 24 55 89
53 67 11 17
27 83 50 34
68 46 62 20
12 72 49 19
46 43 34 100
91 94 72 83
51 26 20 75
77 55 78 79
31 50 96 44
37 23 38 98
88 69 98 94
14 15 36 54
52 39 37 57
65 49 56 45
46 56 42 38
47 79 27 57
24 45 68 59
80 77 86 62
98 84 91 38
95 52 57 90
35 65 96 77
79 53 68 25
29 16 79 84
50 19 65 26
40 31 33 88
15 51 35 47
70 97 83 57
25 67 17 51
39 44 74 56
68 46 50 21
24 98 79 35
52 91 58 30
17 43 27 50
92 67 99 83
69 76 55 47
21 67 17 12
63 34 83 56
72 23 70 62
54 60 10 69
33 88 84 26
65 99 34 62
92 54 25 31
72 46 61 86
46 74 69 69
76 50 94 18
56 47 71 24
41 93 14 59
36 37 56 91
22 64 48 88
11 57 63 27
42 75 13 15
50 20 43 19
84 57 67 42
38 95 25 12
42 16 84 13
15 23 61 96
19 98 88 25
29 14 40 49
15 43 14 58
80 38 100 65
24 79 31 76
66 20 63 91
36 77 49 44
85 84 52 41
34 98 43 24
43 80 54 98
33 96 31 25
40 21 47 86
51 93 21 84
85 23 60 70
97 41 27 62
22 23 29 69
91 46 58 12
18 55 11 12
83 37 23 100
22 48 49 36
26 13 72 14
61 95 48 63
61 95 53 72
38 33 54 92
18 43 47 74
55 74 73 16
12 34 11 84
13487 11055 8673 7437
39 45 16 96
92 22 88 79
66 73 14 57
94 99 92 83
78 89 11 75
56 98 78 94
44 63 43 20
17 89 100 27
11 17 71 72
84 60 76 12
36 37 46 12
96 71 21 50
45 44 11 46
77 97 82 89
93 53 51 39
98 41 56 53
84 54 21 80
56 98 74 100
17 84 22 31
21 36 23 20
20 100 56 15
96 59 17 74
14 44 91 29
51 53 12 36
14 43 85 33
11 33 98 100
60 84 40 40
98 75 11 56
54 78 84 58
52 43 84 82
31 19 16 73
95 25 13 67
19 74 16 79
34 70 59 71
30 70 12 69
62 76 75 66
12 14 96 51
76 22 10 69
68 83 32 98
22 37 13 48
95 62 100 86
27 37 81 98
89 87 74 35
47 77 84 32
95 61 85 65
69 82 98 35
89 91 100 59
44 20 75 57
97 12 44 56
30 61 22 97
14 83 77 90
90 98 26 88
91 88 91 59
12 96 37 79
87 74 10 19
74 61 18 40
45 13 87 11
94 88 29 12
30 79 41 84
22 41 31 46
63 41 98 69
81 85 93 87
34 13 68 52
39 85 55 17
53 60 36 49
75 63 60 80
37 74 52 15
61 31 80 12
97 36 96 29
18 83 49 82
89 77 47 78
79 29 77 18
38 87 29 84
86 74 47 95
29 16 98 63
92 22 67 81
23 32 19 13
39 32 69 84
98 47 52 92
74 10 27 15
67 55 14 82
58 61 33 90
50 54 100 17
54 75 19 56
78 77 15 83
69 57 61 78
65 68 60 30
35 26 60 100
66 75 16 95
61 76 59 59
23 51 82 89
58 24 13 79
31 79 66 91
91 26 11 45
19 73 45 42
21 69 39 72
69 74 75 28
94 91 95 47
73 64 65 29
68 37 79 48
13243 10876 7834 6303
73 79 41 10
96 27 36 64
77 28 51 11
71 17 71 39
10 40 10 62
97 36 43 97
74 64 20 72
47 69 75 49
35 57 26 24
96 37 86 14
14 51 31 42
57 43 45 55
88 45 12 26
58 82 95 59
14 92 52 63
58 95 50 66
72 39 63 77
44 96 39 13
87 83 66 61
51 38 33 68
82 80 85 95
88 77 98 31
43 29 60 44
50 54 76 57
77 42 85 18
48 32 85 52
42 64 40 17
74 70 96 15
13 25 89 67
14 19 73 47
43 87 30 58
82 72 54 33
96 48 22 61
86 60 64 75
41 30 38 74
53 83 34 34
70 20 93 68
70 81 55 42
36 74 37 78
17 81 72 78
49 95 66 25
32 82 89 64
90 77 69 10
98 15 63 99
78 24 83 19
87 53 20 90
85 18 18 91
35 10 63 42
71 28 73 63
73 60 59 57
85 60 81 20
92 29 12 90
98 37 15 82
29 75 95 79
30 92 17 66
65 24 90 60
80 30 47 40
39 22 48 99
52 50 18 28
73 18 19 55
86 44 26 97
12 92 68 61
92 19 40 36
95 26 79 68
65 77 68 86
28 97 34 71
90 18 25 54
15 45 90 45
89 47 73 50
51 22 50 41
44 33 35 74
16 69 97 75
69 95 15 58
77 80 74 40
42 27 18 83
27 20 86 55
36 52 83 47
82 96 22 18
86 13 66 66
66 60 95 53
20 54 58 12
87 99 26 80
43 18 72 49
55 46 70 45
17 59 22 58
61 85 12 97
43 33 74 79
51 67 39 97
82 82 94 54
58 96 30 98
64 12 31 16
86 33 70 66
97 72 71 15
16 97 76 38
37 58 57 16
55 56 24 49
25 100 51 54
92 60 29 83
85 79 29 71
49 94 23 39
13103 10626 9272 6897
34 12 77 54
50 83 95 23
10 68 53 18
92 10 59 10
76 76 45 37
81 10 78 44
78 11 23 74
71 70 78 64
35 88 97 36
87 77 59 92
92 18 66 75
30 35 97 82
21 19 31 58
58 63 99 19
81 56 34 11
59 90 12 19
99 38 77 10
91 26 82 67
98 79 12 70
60 77 82 70
54 19 60 75
84 27 21 53
96 29 97 73
18 38 35 75
72 95 62 36
54 99 24 91
18 53 34 63
35 85 14 13
95 54 80 11
20 79 79 50
38 57 21 85
32 32 51 99
92 53 14 76
22 81 77 87
13 57 16 40
98 72 80 76
48 94 52 72
66 91 46 38
64 42 78 67
13 63 38 17
64 18 70 47
65 55 50 78
33 27 30 45
65 54 34 38
89 33 92 77
58 96 56 93
16 28 25 92
75 97 28 92
84 63 81 38
13 18 71 26
69 65 89 24
28 32 40 24
56 78 98 52
18 97 34 58
95 91 94 76
66 82 59 90
79 22 33 61
15 74 45 75
74 18 22 86
21 58 88 24
95 24 26 65
11 17 57 25
92 41 54 33
15 49 28 95
23 100 23 31
33 34 19 92
37 79 51 35
90 19 48 72
79 61 55 27
24 21 18 88
94 53 81 61
69 48 14 24
60 99 14 89
45 70 72 29
51 56 28 77
33 31 95 13
70 74 36 59
78 34 14 93
97 49 75 94
13 65 25 100
74 78 85 58
58 71 52 11
11 15 13 89
95 77 92 94
24 70 13 11
20 59 72 25
49 53 84 55
10 30 17 28
75 57 47 17
54 69 68 39
37 20 59 61
12 52 47 27
70 45 51 100
62 19 68 84
34 94 40 35
87 13 81 71
11 12 13 40
54 23 14 44
42 53 71 53
94 26 73 50
13452 10591 9328 6657
100 37 65 47
94 77 48 86
82 86 26 38
63 92 33 94
97 71 39 28
48 44 18 72
28 38 48 53
31 45 42 89
47 52 17 94
72 45 96 19
91 33 66 16
91 90 84 71
53 26 71 35
15 74 54 49
14 58 53 71
54 10 86 96
49 27 89 62
41 88 36 73
83 39 89 55
32 87 21 52
88 62 48 29
91 24 42 75
97 42 72 86
76 46 65 76
76 44 82 60
28 98 68 31
97 58 45 70
40 99 30 70
36 27 31 12
54 17 94 47
69 78 84 36
58 44 43 56
88 98 23 58
74 90 11 66
87 39 69 51
61 43 77 77
65 60 61 86
27 30 53 40
51 41 33 94
88 63 78 23
53 79 66 55
52 58 62 16
55 61 95 55
52 59 74 46
12 82 31 54
86 77 33 48
72 37 28 92
49 93 39 99
50 59 89 19
58 59 21 18
40 61 87 22
32 68 82 36
27 82 62 76
93 29 78 17
49 16 25 51
16 92 39 88
71 84 45 21
34 37 87 47
40 20 97 29
84 21 36 73
14 39 97 80
93 47 22 83
55 37 96 18
54 37 19 84
10 91 85 65
99 60 35 13
13 23 99 96
18 36 34 34
82 65 90 86
94 52 56 43
90 41 26 36
100 93 46 99
97 100 34 87
62 92 98 68
34 94 54 88
29 77 21 30
30 29 81 98
62 70 16 56
90 64 11 14
32 17 14 38
24 94 70 60
68 78 18 38
19 56 26 11
83 65 25 84
81 67 10 21
71 69 25 51
21 50 68 83
99 42 71 45
35 86 10 21
70 97 89 87
58 57 17 36
37 43 99 27
44 72 29 94
49 43 70 67
49 17 10 75
58 46 42 50
67 89 22 93
40 27 53 43
88 32 24 49
22 18 37 90
13215 10288 8283 6211
81 98 52 55
64 12 27 50
80 81 51 17
10 33 74 98
68 21 99 93
95 63 96 83
48 40 79 53
63 15 41 68
19 17 76 13
13 35 83 48
62 85 45 77
15 34 41 10
57 13 26 36
34 87 59 43
73 35 24 11
90 100 50 57
95 98 28 73
40 84 54 97
48 60 21 16
94 52 96 40
59 94 14 35
49 31 93 97
98 12 51 35
41 50 80 95
30 97 79 77
51 75 65 16
53 31 62 37
16 57 39 19
53 19 33 20
82 86 49 22
76 75 69 56
70 76 16 68
52 56 46 92
74 48 53 19
71 75 22 46
59 48 78 92
52 31 51 27
79 55 78 28
60 69 51 24
90 20 85 85
51 37 90 25
53 51 94 16
51 42 51 36
12 70 67 19
17 27 79 61
63 62 58 71
87 91 46 61
36 82 48 65
20 55 42 100
66 74 35 74
27 20 34 62
42 93 21 16
32 24 34 42
23 39 93 35
25 11 43 85
62 15 87 41
36 71 80 58
25 47 64 55
54 86 11 84
49 31 49 11
33 12 25 41
63 99 69 15
18 42 60 69
81 91 17 12
37 67 59 34
71 42 75 75
21 72 72 55
25 10 43 57
15 90 79 86
38 84 61 100
41 38 41 21
96 80 59 66
73 56 15 89
17 80 12 26
79 52 22 97
80 63 70 15
31 43 75 50
84 25 40 10
48 28 86 53
23 80 65 61
37 90 64 62
79 48 42 61
44 55 75 59
95 40 93 54
61 93 46 12
43 35 23 33
35 51 82 86
57 18 46 10
38 26 56 79
13 20 50 37
60 21 27 29
68 20 77 74
43 29 20 77
25 37 43 45
93 16 16 85
60 30 41 44
15 25 46 76
41 44 59 14
28 100 54 30
62 88 49 66
13697 10731 9085 6884
47 28 83 36
10 100 27 71
44 76 66 24
79 99 17 77
15 93 96 31
23 76 81 81
18 62 13 100
16 92 47 62
45 15 31 58
23 15 46 32
25 48 34 41
66 84 29 74
89 59 62 17
50 98 62 61
16 86 57 85
15 55 68 25
35 11 17 82
70 49 94 40
58 67 29 95
74 72 10 64
94 77 70 57
41 24 86 100
28 20 35 14
50 77 36 21
13 21 38 67
90 22 11 48
19 51 17 13
58 68 10 34
93 45 47 50
39 43 25 58
27 98 98 24
37 23 59 78
92 74 45 74
95 11 31 58
65 79 28 19
27 13 80 57
54 57 100 59
14 25 98 54
79 46 16 33
95 75 71 22
45 30 20 100
26 41 26 48
84 100 31 17
15 99 22 72
35 66 51 34
100 52 37 77
68 35 42 93
96 31 94 97
91 99 67 68
26 92 83 78
17 36 71 18
84 52 37 50
93 92 74 74
79 83 46 40
27 44 29 93
39 39 32 46
28 63 18 29
99 61 70 43
44 64 11 27
98 64 38 95
27 57 81 90
34 77 79 42
35 80 77 70
21 42 18 12
69 38 87 81
20 47 34 87
58 61 55 49
28 44 73 22
61 30 48 32
14 84 41 33
52 38 91 11
59 79 12 47
18 14 48 59
61 90 13 50
62 69 52 81
93 54 10 51
24 70 19 13
98 73 58 69
76 58 10 31
58 30 87 69
40 14 20 86
39 59 81 28
44 82 52 67
90 29 96 74
23 32 40 50
57 27 90 31
43 96 45 48
76 95 97 41
46 68 27 94
28 42 35 65
85 35 97 52
92 94 53 13
18 34 64 76
50 70 78 82
40 50 61 62
63 68 45 67
76 12 88 36
27 32 99 99
79 88 60 76
54 17 15 57
12935 10893 8400 6460
60 23 48 13
80 64 46 12
69 13 98 19
95 19 72 76
52 27 35 56
75 100 90 41
82 44 16 58
69 24 53 13
71 61 97 85
81 41 30 36
21 40 86 64
77 45 21 87
99 66 41 60
91 59 84 96
14 79 73 42
62 23 86 42
34 93 74 37
21 28 38 12
33 81 21 40
74 16 39 81
11 79 65 42
35 70 47 40
59 30 99 75
28 94 25 98
79 39 79 29
24 76 95 24
90 10 24 85
25 90 38 27
55 27 86 16
61 23 20 59
50 57 99 46
50 55 41 36
70 55 21 52
50 92 62 70
79 45 23 49
16 80 79 18
72 45 78 87
88 84 62 89
35 52 56 67
51 31 86 53
17 50 85 44
22 56 73 48
37 56 30 58
32 95 45 64
69 88 29 24
22 72 67 80
15 40 92 48
26 20 75 35
13 45 97 100
48 15 11 65
68 84 72 95
38 41 23 66
64 19 78 50
24 60 36 11
42 69 20 26
83 12 16 75
10 98 88 52
82 15 37 60
38 51 91 11
86 13 49 54
94 63 18 20
77 66 56 52
51 86 41 98
42 28 70 49
80 91 33 28
13 26 40 61
19 30 31 25
16 98 25 41
74 57 47 12
44 56 57 21
77 100 78 91
63 11 16 69
39 33 60 93
22 79 42 14
34 10 78 49
45 79 78 68
34 86 52 43
12 84 88 98
85 70 63 76
47 74 45 79
94 91 69 30
53 66 65 83
32 18 54 26
95 36 31 27
37 22 56 53
94 43 97 66
30 98 34 49
66 44 89 85
13 10 71 24
51 55 35 26
56 76 27 63
10 41 44 17
60 24 35 69
89 63 86 27
75 91 79 60
61 62 21 17
28 19 31 77
89 59 34 14
63 83 13 99
46 11 86 55
12424 11248 9442 6828
53 52 49 42
45 33 74 79
63 97 44 84
28 30 17 67
85 15 42 30
14 89 100 34
55 55 52 12
72 59 88 20
35 44 46 58
78 66 91 15
17 32 83 16
51 91 88 66
94 19 27 58
77 63 39 84
29 39 77 52
43 70 76 23
85 62 31 42
89 17 36 39
88 81 71 89
47 61 19 49
67 98 32 73
91 37 27 80
87 92 93 45
68 10 15 93
80 28 78 29
93 40 83 80
93 54 49 38
77 48 53 34
85 12 34 75
100 59 51 44
32 95 54 89
25 77 57 58
61 66 46 68
66 88 76 74
44 26 97 15
28 94 46 29
48 87 16 64
34 50 73 48
15 62 52 54
75 47 42 65
80 17 91 36
91 42 63 88
33 50 24 73
42 88 56 26
90 37 28 57
49 42 72 98
41 64 41 51
39 49 25 92
63 21 54 67
29 10 49 26
26 77 23 66
87 31 27 84
95 75 100 62
25 48 79 69
25 57 100 65
80 80 79 25
26 78 51 85
84 93 59 53
13 18 77 56
33 94 49 39
58 25 87 62
84 35 33 53
70 29 11 23
45 41 75 30
12 85 85 45
92 51 15 64
78 99 73 30
22 19 88 15
72 42 49 65
12 26 19 14
25 55 87 91
60 69 42 11
83 21 46 85
83 39 87 34
98 15 11 79
33 22 16 17
68 79 22 68
18 86 15 62
85 61 56 84
76 15 46 59
98 29 33 13
28 95 95 21
11 89 83 44
14 26 71 45
45 38 79 42
97 62 29 74
79 67 45 17
52 100 99 82
58 43 73 61
70 37 14 73
33 67 92 37
43 50 25 12
43 40 57 94
22 86 67 29
58 87 55 56
15 86 14 31
45 32 55 62
43 14 60 61
85 56 19 21
48 21 75 92
11896 10592 8093 6166
93 71 42 71
92 73 46 90
39 75 82 99
71 67 47 16
75 74 60 28
39 13 10 12
96 31 12 99
55 68 69 47
66 78 53 74
63 44 86 55
54 99 50 23
88 99 14 36
49 95 86 16
53 61 93 63
10 73 32 81
85 89 24 59
23 99 32 48
78 25 78 42
14 13 73 59
70 97 34 24
28 90 31 50
78 67 74 70
15 67 95 93
54 90 55 95
18 12 85 16
51 86 73 60
78 17 74 25
51 67 100 33
98 97 73 74
56 31 69 75
64 27 45 31
54 12 82 11
52 47 10 85
50 82 77 57
88 61 89 44
57 27 16 22
43 18 47 83
79 88 22 54
84 58 35 17
41 16 22 24
12 69 96 29
96 30 55 36
86 21 47 93
54 74 45 94
91 20 28 83
29 95 33 24
15 92 56 12
33 40 86 69
34 84 81 32
82 61 72 70
84 45 62 19
40 74 77 75
22 23 71 88
93 29 53 54
35 33 32 79
32 67 19 74
21 61 30 27
60 28 99 21
79 39 73 93
24 14 25 31
73 74 80 47
93 20 49 69
17 24 36 28
97 25 100 36
98 12 93 57
60 73 99 14
39 58 11 73
51 82 93 91
76 12 14 14
16 38 77 58
11 27 39 81
66 19 85 99
79 69 58 58
79 62 26 53
85 70 46 23
56 56 21 12
95 46 43 43
80 11 48 27
49 91 57 91
23 88 58 82
34 64 55 65
86 97 49 26
34 39 35 20
49 60 64 45
26 39 44 29
21 19 65 32
20 96 18 51
81 99 37 61
37 73 65 80
12 15 49 36
44 51 48 50
83 39 10 24
26 85 80 98
26 10 28 57
11 17 90 44
34 14 35 45
72 25 78 37
68 86 29 91
38 71 14 39
59 25 77 94
13367 10837 9311 5964
90 59 95 41
53 61 47 11
39 90 100 60
28 79 91 17
43 39 26 22
46 17 73 36
38 12 42 82
25 50 28 35
10 27 49 63
26 67 72 41
23 78 75 68
55 97 28 68
54 65 73 81
39 79 84 82
41 45 52 85
84 51 24 56
51 59 49 93
30 35 83 62
76 75 99 35
