20 100 4
49 73 74 81
13 44 36 54
46 37 36 48
46 40 97 13
27 55 96 86
14 96 95 20
44 87 71 57
86 63 26 67
51 100 63 81
19 85 45 97
24 56 40 73
82 44 23 99
64 42 20 96
89 42 98 99
100 89 82 54
29 42 75 20
88 83 31 85
17 21 64 99
71 31 89 77
18 93 100 48
38 99 99 44
82 57 50 91
90 80 14 30
47 44 58 73
74 24 31 65
85 87 71 78
95 43 49 10
36 56 28 22
38 14 83 72
74 26 76 56
90 18 43 19
47 50 17 34
68 25 91 58
15 28 49 100
51 98 44 22
97 40 54 20
31 65 51 60
53 86 73 15
48 45 68 18
95 39 51 24
21 79 71 84
62 74 65 84
20 68 35 19
54 62 11 72
63 18 37 23
22 39 26 74
95 91 87 54
61 97 38 49
91 78 73 28
49 58 21 16
19 41 94 80
14 14 87 14
74 62 75 56
12 35 18 35
34 40 76 12
16 80 88 14
59 32 41 22
35 27 14 91
38 45 70 58
79 45 62 100
25 67 19 59
37 81 94 10
90 14 28 63
75 44 59 39
42 27 15 42
13579 11199 8633 7258
35 75 67 11
32 75 89 56
29 28 44 71
35 89 16 38
20 59 61 75
20 60 32 20
83 21 10 10
28 58 13 25
76 47 42 12
34 96 50 12
100 35 23 55
24 40 59 58
32 27 15 95
35 33 39 42
27 63 59 32
69 70 13 85
17 84 69 50
68 78 16 53
52 28 72 70
93 88 92 72
93 44 68 56
49 30 85 60
93 31 12 37
24 36 94 22
28 75 41 34
50 36 63 31
81 81 66 53
25 67 30 89
23 79 71 69
80 17 41 20
35 45 86 32
27 50 35 65
54 55 25 96
24 14 98 71
84 13 34 28
27 56 51 85
81 79 68 38
21 18 60 80
57 93 43 10
74 20 35 69
92 22 18 41
58 82 73 73
100 15 100 87
61 78 23 48
74 87 52 25
52 40 46 99
58 14 30 68
14 18 71 39
90 47 22 54
93 58 70 33
56 29 25 80
66 45 21 82
61 91 73 56
88 42 83 32
71 24 44 14
72 24 76 82
25 54 86 78
95 20 51 74
65 75 43 13
78 18 11 89
62 27 97 66
94 60 11 48
34 30 15 85
27 24 22 36
94 45 40 96
38 68 60 29
66 31 99 24
43 99 16 43
99 29 84 19
78 25 10 73
35 60 21 34
41 70 80 95
40 43 47 78
32 39 14 70
49 63 38 67
17 20 53 56
30 25 89 10
95 40 90 77
19 12 18 36
15 91 47 44
17 27 81 12
14 89 50 26
24 13 51 29
75 77 21 57
11 18 36 44
97 97 41 86
72 56 72 20
45 26 23 97
99 73 48 48
26 51 90 13
86 86 41 72
63 51 34 25
71 31 60 36
30 77 26 84
83 20 71 51
43 89 31 53
36 45 19 75
61 90 88 19
47 47 89 87
27 62 97 11
12720 10503 9377 6087
65 74 74 43
84 11 23 63
16 65 81 96
97 57 37 83
51 70 97 55
74 75 76 65
66 74 19 93
54 86 54 43
77 53 11 84
61 61 39 56
97 98 69 69
32 76 69 71
56 79 21 16
87 50 68 78
55 84 52 45
76 32 83 30
75 72 52 83
50 98 15 30
83 40 54 99
11 52 41 26
55 36 84 48
93 28 68 23
27 43 19 43
65 30 29 37
100 66 66 80
41 22 94 25
41 60 79 62
90 10 36 45
65 37 33 84
50 97 48 27
89 65 57 13
47 38 98 26
51 62 43 90
29 22 31 30
30 49 71 76
57 20 70 59
70 30 89 31
87 100 39 13
57 97 55 89
54 36 98 91
94 99 28 97
83 36 95 65
93 12 13 36
61 75 74 39
70 49 21 57
75 28 11 29
60 92 24 46
61 23 19 30
77 19 27 58
84 61 52 95
59 73 93 56
82 77 59 96
98 61 47 37
70 35 11 34
21 49 16 62
11 74 19 16
97 28 79 34
96 82 42 28
34 77 55 34
86 49 57 84
46 48 22 59
15 39 50 33
54 39 46 30
80 74 94 58
70 69 33 56
66 91 89 33
80 33 20 15
34 61 90 83
18 62 51 50
65 78 75 83
84 11 34 35
100 29 57 55
96 31 29 11
11 74 66 41
72 35 82 29
26 37 68 94
27 19 98 56
70 26 98 76
56 93 68 68
75 38 19 20
55 90 10 86
92 56 77 71
56 79 70 73
35 70 16 55
39 78 83 47
23 15 18 55
60 57 82 14
97 71 98 34
43 62 63 12
12 33 79 25
93 81 100 31
17 61 32 21
65 51 82 40
98 41 87 82
99 53 65 64
59 53 13 43
70 95 28 74
84 80 73 51
34 27 94 76
100 54 100 48
13851 11261 9234 6734
40 65 31 98
63 69 16 15
48 69 77 58
61 83 78 37
86 69 87 64
88 36 62 30
61 15 37 70
12 61 61 25
79 54 63 72
37 52 57 20
19 14 96 49
81 54 34 74
11 79 99 100
32 25 33 87
40 20 49 71
71 81 75 93
58 66 44 10
93 59 12 19
43 50 13 39
13 32 98 98
56 61 44 84
31 11 13 72
16 12 19 90
13 21 44 24
64 11 51 53
65 63 45 63
31 32 80 70
53 34 66 38
74 74 30 67
16 65 57 31
79 76 40 47
71 81 86 49
79 39 81 52
37 82 70 57
11 33 97 59
18 29 59 78
99 35 65 38
68 40 99 36
78 100 29 70
12 14 57 44
73 10 28 59
59 45 27 79
14 67 61 37
35 13 80 23
41 56 57 36
23 47 39 52
52 35 78 88
74 62 99 38
58 51 15 69
42 39 59 46
53 65 36 66
14 85 76 20
93 66 40 67
46 89 53 24
65 12 32 30
36 28 30 17
89 84 80 57
55 35 90 53
41 67 67 83
90 95 81 51
43 80 78 81
81 54 38 83
44 68 72 35
48 32 36 19
85 86 17 83
83 84 43 80
34 30 74 33
73 16 63 94
73 60 10 96
13 48 87 30
73 94 93 47
72 16 38 54
13 37 88 55
72 80 51 48
63 84 43 97
36 100 41 83
93 22 97 97
74 47 55 49
20 23 45 69
57 77 54 72
53 31 87 68
56 68 41 89
54 32 38 79
34 20 50 68
16 49 32 92
78 38 54 85
36 94 57 13
27 91 41 97
79 65 59 71
93 67 27 79
20 29 37 39
23 77 32 98
98 19 22 10
17 62 54 41
78 78 43 80
12 15 33 81
31 29 46 12
20 63 64 54
71 73 67 66
41 28 12 25
13613 11208 8808 6875
94 17 86 20
58 80 30 13
35 66 27 71
19 53 94 23
72 31 19 89
95 53 82 64
52 41 95 80
52 37 56 89
18 58 20 11
19 65 47 43
60 27 34 19
60 73 67 86
65 100 66 68
84 20 11 81
67 61 44 86
99 28 83 43
44 100 58 51
24 22 14 65
21 80 95 52
37 47 60 25
57 20 85 68
62 26 61 28
32 27 44 83
92 64 42 30
70 60 99 83
89 73 12 61
11 14 23 53
92 84 76 26
91 49 94 63
58 60 88 100
22 95 19 51
47 32 50 51
43 98 21 50
84 11 59 67
15 72 17 34
16 56 51 64
14 77 78 80
81 34 44 91
30 87 20 71
66 46 81 51
89 42 11 86
87 45 41 88
25 58 81 44
83 18 95 100
26 89 99 74
65 71 53 69
99 83 18 78
13 66 49 25
22 10 32 60
70 14 15 53
37 15 46 11
59 53 93 25
30 25 22 40
81 79 94 83
52 52 31 97
83 28 96 48
69 19 69 78
73 74 24 61
64 68 28 12
45 21 16 90
78 65 12 77
84 20 54 52
92 57 82 68
10 34 11 17
71 65 52 92
37 19 51 16
23 14 78 59
34 64 96 21
52 84 96 44
85 47 73 73
62 38 95 90
16 30 74 16
23 36 68 85
99 83 16 33
78 76 14 16
34 97 13 20
33 80 87 91
68 78 35 83
32 22 49 71
71 81 29 38
95 27 85 99
72 49 72 55
47 10 21 53
51 10 83 87
48 47 75 77
70 68 50 66
45 76 100 27
30 34 45 57
63 50 49 43
36 63 79 17
86 80 18 13
97 83 76 95
50 29 98 50
47 93 96 65
41 89 28 55
50 80 44 39
26 47 87 17
41 50 59 98
27 55 68 62
31 40 21 47
12754 10217 8703 6701
66 95 23 30
30 54 44 99
74 80 19 79
54 62 19 57
68 45 39 43
56 58 73 16
19 25 99 86
36 45 57 60
84 54 77 44
15 84 88 93
35 99 40 84
57 11 12 80
12 76 97 19
71 68 82 51
15 86 98 59
85 70 86 74
79 13 12 52
99 39 59 47
36 34 88 81
81 88 20 89
82 15 53 83
60 95 99 95
46 65 70 25
59 44 20 52
43 30 23 44
99 16 44 29
23 34 31 96
97 12 34 51
54 18 98 18
70 100 91 42
42 73 44 24
21 54 28 63
65 16 34 92
17 30 71 61
31 35 73 35
50 84 93 76
91 46 41 75
87 19 84 62
73 33 84 57
51 98 46 25
99 53 87 71
19 94 35 35
78 59 27 63
94 14 38 36
59 19 57 71
15 77 45 19
75 52 23 97
46 67 31 85
77 81 73 43
79 59 64 12
76 94 88 13
97 32 81 72
15 25 79 14
56 98 63 20
51 74 41 11
34 68 22 73
64 14 88 24
63 59 20 36
100 40 14 81
100 27 67 38
83 33 17 53
98 77 49 93
61 12 20 10
23 73 41 24
45 68 64 56
50 62 19 96
22 29 98 18
92 20 86 94
23 58 96 93
56 80 61 97
22 24 83 88
93 59 70 82
90 21 78 43
50 50 85 25
71 95 42 82
57 28 63 70
73 22 41 13
24 65 44 42
62 96 72 67
95 57 18 29
25 71 19 76
66 21 14 20
29 92 64 84
23 93 45 29
97 85 18 63
74 23 11 77
16 28 63 11
53 99 91 97
63 37 10 23
58 49 83 32
51 61 25 25
76 47 59 40
10 64 38 55
37 27 30 47
89 88 25 21
56 65 57 48
92 73 52 14
30 37 17 26
96 60 61 48
62 89 40 84
13177 11418 9050 6997
64 26 10 37
99 48 27 11
88 64 23 29
89 68 27 48
96 77 66 66
78 66 75 18
36 37 24 49
71 86 16 67
14 46 91 43
92 68 33 23
88 99 78 44
35 82 65 46
37 30 72 20
92 32 62 23
20 54 46 20
33 85 52 95
51 16 68 43
99 31 46 59
50 55 13 15
43 98 57 53
74 27 23 28
42 64 98 42
25 75 93 16
46 59 69 30
64 44 81 13
38 61 50 85
79 53 60 17
80 49 14 84
55 37 48 70
22 85 76 82
68 53 33 71
93 16 53 24
68 59 26 41
50 55 47 51
12 87 80 64
91 48 72 26
49 66 29 22
48 51 52 32
45 43 65 68
37 72 64 21
75 35 97 78
10 74 22 96
45 70 86 75
53 23 88 19
94 22 23 21
72 23 18 92
87 25 42 81
58 89 93 53
63 20 90 38
40 69 79 90
48 63 85 85
50 63 79 17
97 87 58 51
22 49 68 57
99 23 91 53
23 15 92 88
10 94 92 23
20 51 34 18
12 43 65 62
69 50 55 48
14 67 24 88
29 73 60 68
90 95 44 73
43 49 42 16
76 91 99 32
43 19 20 90
64 65 70 22
36 82 21 74
99 64 51 47
79 37 21 78
94 92 25 85
18 74 36 27
30 16 34 21
28 61 33 99
66 51 50 30
58 40 70 26
19 32 11 36
67 38 84 69
83 61 61 40
48 98 18 74
25 34 78 90
53 25 66 68
13 27 33 67
28 77 66 94
38 27 18 89
49 23 27 65
46 22 89 18
92 43 51 18
89 25 42 75
93 66 77 20
56 50 75 29
71 45 73 86
58 83 31 91
37 67 33 83
52 32 68 21
96 83 29 16
80 43 83 56
89 65 66 37
46 81 60 57
53 97 19 26
12995 11697 9185 6662
12 90 32 46
51 52 47 37
90 25 46 72
70 19 86 98
33 100 27 88
31 82 38 97
77 73 58 89
68 40 78 45
85 59 28 26
63 56 19 43
50 54 83 35
87 51 73 30
57 41 42 92
51 87 35 43
21 55 85 22
29 99 50 64
86 74 29 19
43 71 76 80
19 62 14 57
68 76 57 70
74 48 95 50
34 71 87 13
14 59 94 30
65 61 97 46
56 45 77 97
39 84 24 95
38 57 63 46
29 42 16 54
10 86 34 21
79 23 46 84
79 52 74 28
64 51 63 22
35 85 23 85
21 31 92 45
48 16 17 30
52 57 62 41
60 42 61 98
36 84 64 52
85 20 51 47
71 79 61 76
78 56 37 16
20 99 46 74
25 97 27 75
75 62 54 99
18 30 43 61
65 23 20 19
44 86 53 31
40 73 37 63
10 28 89 81
58 42 17 21
41 17 87 20
71 59 81 51
77 58 62 74
12 19 65 62
52 33 93 25
40 86 85 92
15 67 28 71
66 56 20 85
79 29 73 63
53 87 60 33
83 93 65 39
59 90 37 68
62 14 76 23
71 66 61 89
67 67 56 82
93 30 85 84
51 33 69 62
88 52 23 28
65 19 87 71
67 84 28 27
80 56 25 75
17 46 61 10
83 59 64 48
79 33 72 92
99 19 33 60
48 24 31 24
21 14 17 56
94 18 42 36
65 18 44 33
78 76 38 39
96 38 58 71
41 27 38 66
96 68 90 41
71 30 90 23
49 12 62 15
15 63 20 55
15 93 44 42
47 55 17 91
86 81 39 35
54 19 79 76
18 73 95 77
22 63 18 13
57 62 99 98
43 67 41 74
67 91 60 63
81 76 34 11
77 90 33 17
76 53 73 66
82 58 49 75
16 25 95 66
14082 11676 8713 6583
54 11 85 81
28 69 65 28
73 18 15 19
66 36 42 23
35 39 70 94
84 11 48 33
73 100 42 69
80 44 38 59
47 55 69 94
35 53 70 66
76 20 25 45
59 81 17 99
42 20 38 41
53 52 52 100
68 51 40 57
39 29 99 82
84 56 70 35
41 74 75 65
74 54 48 49
87 58 38 93
86 40 87 81
50 97 100 73
19 22 12 100
48 50 99 23
51 72 14 62
47 18 77 73
86 20 35 43
15 13 80 60
41 95 100 96
33 10 50 25
50 55 45 10
29 18 69 27
87 71 81 80
94 95 26 78
88 43 79 29
48 52 71 19
52 56 81 14
25 55 97 18
61 47 41 58
41 51 16 45
95 61 13 69
82 79 72 65
17 82 86 17
45 30 41 75
54 77 89 54
84 29 38 65
88 42 10 18
69 45 59 37
98 15 88 38
35 46 59 94
43 87 77 87
77 86 25 67
56 82 60 91
21 64 99 66
64 73 65 17
33 92 69 93
80 54 22 40
63 17 55 92
89 35 73 42
31 60 67 36
68 48 23 20
73 81 67 73
35 11 65 72
81 88 82 21
21 19 14 71
37 56 80 42
37 99 31 41
25 45 56 89
70 72 43 69
56 74 28 90
95 61 42 97
86 55 81 35
17 46 10 36
18 82 58 84
87 71 82 99
19 80 30 20
78 73 72 13
26 96 56 71
68 58 84 29
62 35 30 17
46 43 45 27
13 41 47 95
72 98 38 71
74 97 62 36
24 49 32 55
36 28 55 13
78 61 45 75
22 74 47 22
78 44 83 26
74 18 24 11
67 70 47 91
85 26 98 60
33 29 31 32
54 12 69 94
56 39 42 52
38 26 20 27
70 47 75 63
75 48 85 84
100 64 90 74
97 83 39 47
13490 10789 9032 6726
25 55 68 10
54 53 60 52
68 36 95 30
48 50 52 20
32 59 82 96
26 61 68 83
75 25 23 95
15 52 29 32
74 56 27 40
64 96 35 59
89 55 87 19
30 62 52 49
55 97 75 76
10 91 16 37
38 57 26 18
90 20 65 29
63 25 70 47
88 68 66 92
75 18 58 78
15 41 10 68
57 81 38 85
41 66 17 40
61 51 41 69
51 17 18 84
12 65 58 63
87 46 28 88
37 11 31 71
56 80 88 75
93 22 56 76
30 15 19 51
10 36 91 43
24 72 92 22
44 83 22 80
87 65 100 79
39 85 68 34
76 85 27 18
27 44 42 13
30 47 31 52
36 46 90 14
71 22 72 76
59 16 48 51
33 34 55 82
74 90 53 18
44 43 54 25
77 56 63 33
84 89 64 60
31 34 70 92
86 46 96 47
35 99 40 17
21 29 59 55
13 38 52 27
60 39 36 69
83 74 67 23
57 59 67 46
56 100 99 45
13 84 12 64
42 31 38 15
30 23 88 29
93 85 79 14
37 91 34 68
44 72 35 34
44 79 70 52
58 23 30 39
52 34 10 57
67 92 100 29
82 41 77 35
43 68 63 17
35 85 28 73
56 41 31 94
29 69 95 80
33 55 16 19
21 34 72 29
35 10 42 51
13 23 42 17
67 94 39 30
72 98 26 21
34 49 55 72
97 70 86 33
32 71 13 79
98 77 35 97
82 33 70 29
71 11 83 64
54 13 28 82
10 28 50 51
15 70 12 47
65 27 13 60
31 92 33 91
34 47 79 43
13 49 100 69
38 39 19 74
76 22 54 60
74 48 45 62
69 92 89 57
27 66 91 56
88 82 34 23
35 10 98 31
54 77 21 97
87 83 54 95
48 79 48 37
100 53 71 86
12006 10944 7674 6967
12 10 99 90
53 23 69 35
95 93 94 92
54 26 13 21
84 30 89 51
48 83 80 23
58 98 92 61
10 52 30 24
27 96 32 82
38 99 23 19
36 27 73 13
85 43 15 52
79 95 53 83
59 19 86 66
98 41 21 30
43 16 13 11
95 50 69 63
19 75 92 55
22 57 33 33
50 49 70 66
17 53 93 80
99 88 62 27
89 59 45 65
35 45 18 62
77 64 78 54
71 20 32 51
30 92 13 53
44 16 27 12
57 12 90 99
57 26 32 56
33 77 79 48
43 22 99 47
96 35 55 71
81 84 86 51
62 33 15 38
95 97 37 52
88 34 76 61
44 19 32 32
57 18 78 78
13 42 72 20
25 61 90 17
60 56 25 85
83 15 99 30
60 86 13 26
43 81 99 34
63 59 64 80
81 11 12 25
53 20 32 25
84 51 54 38
35 48 84 64
73 58 98 74
28 13 100 28
51 20 16 14
15 50 54 20
13 69 73 57
100 65 63 28
84 71 62 66
18 100 38 53
72 45 41 43
72 77 52 77
22 57 24 96
43 93 23 46
64 39 19 44
78 71 33 12
88 80 55 88
67 85 48 62
36 29 43 43
87 45 80 37
34 56 58 48
98 68 25 31
83 37 14 17
18 15 67 84
81 69 44 10
63 27 23 16
44 12 52 48
93 15 15 29
60 13 32 79
27 23 82 89
14 41 15 67
90 90 31 72
41 10 11 97
48 44 85 30
99 92 97 85
90 35 85 91
62 50 92 11
50 44 19 70
94 16 89 40
17 41 10 42
36 81 98 88
100 99 15 75
46 64 70 32
69 30 79 86
96 65 81 34
54 56 100 74
51 74 78 29
49 99 96 41
18 21 34 86
39 90 91 99
49 91 85 11
50 93 94 75
12904 10296 7813 6438
70 14 100 17
79 84 82 26
41 11 17 58
54 71 53 65
18 100 18 41
80 17 53 84
15 10 18 12
70 97 58 93
14 63 36 52
16 53 88 53
81 82 11 13
98 17 99 98
16 43 95 65
56 67 44 41
68 93 70 42
21 54 98 51
84 97 18 63
20 59 41 58
87 23 69 68
29 12 82 71
61 21 21 32
48 21 21 10
56 12 53 37
96 65 15 50
21 85 17 70
87 18 35 30
30 60 38 21
81 23 92 64
56 37 75 43
93 14 42 46
20 19 89 40
89 14 58 47
56 31 67 23
49 83 29 66
99 88 69 83
10 32 34 26
29 48 47 41
25 13 58 49
32 27 93 63
96 19 57 10
10 53 10 70
90 34 59 64
42 100 18 100
62 70 16 43
48 72 73 58
26 38 68 51
34 62 37 58
15 57 99 95
81 10 15 91
31 15 49 34
26 21 52 65
88 67 56 86
78 12 74 70
25 100 88 70
94 30 32 77
99 95 98 76
65 51 36 95
57 40 52 22
34 14 87 13
68 50 23 37
74 50 65 28
71 90 72 48
38 36 43 15
31 77 12 76
10 53 28 93
43 12 33 80
30 56 96 69
94 38 10 96
72 37 68 51
26 83 27 31
36 78 78 100
65 61 30 69
96 29 87 99
87 30 99 65
86 62 39 32
72 68 92 70
51 68 87 68
20 10 85 72
13 48 30 54
27 26 44 61
100 79 36 18
43 26 57 73
53 49 70 71
40 12 36 24
53 24 78 38
84 51 78 53
56 78 34 66
42 48 42 43
80 26 52 92
78 24 14 57
97 96 78 43
100 81 35 97
46 87 59 24
78 54 82 21
81 76 54 24
58 90 90 67
23 75 30 91
42 75 10 43
72 39 84 74
99 47 39 30
12796 10820 8983 7069
91 42 66 35
92 99 91 58
70 73 16 91
29 25 39 93
91 81 87 19
34 76 81 57
73 95 74 43
85 99 27 73
53 69 78 28
41 36 13 39
19 43 54 81
81 61 16 34
38 25 43 84
17 44 56 94
86 91 32 85
12 88 42 54
93 84 80 35
94 76 34 28
53 11 19 75
77 39 49 31
66 19 65 99
30 25 38 49
13 43 71 71
76 22 61 67
37 44 74 81
86 91 25 66
59 36 48 18
67 53 95 39
45 29 29 26
56 41 47 60
88 99 50 20
32 57 69 44
28 79 91 76
13 100 72 89
82 37 17 72
86 56 23 16
26 43 74 66
76 59 100 54
17 20 28 28
54 16 85 13
44 69 44 31
12 36 57 79
10 19 11 74
93 55 71 47
96 55 17 28
27 61 57 21
16 75 12 42
48 84 39 72
31 90 60 81
62 20 91 83
10 72 21 38
53 78 57 39
40 77 17 38
60 88 77 52
54 82 34 81
66 24 43 56
18 59 72 92
43 87 82 44
73 27 11 73
62 73 32 78
90 17 68 87
72 44 77 18
17 93 92 55
19 61 77 93
93 65 34 99
11 33 79 62
38 89 65 50
30 21 84 90
49 85 54 48
53 95 30 33
92 80 28 14
100 23 26 45
33 59 40 34
14 47 58 10
38 53 44 97
77 57 44 13
80 90 76 25
88 17 60 56
29 52 52 87
17 47 18 60
12 20 50 100
61 37 47 21
29 14 28 87
72 11 99 62
76 25 20 16
23 91 62 82
13 73 50 51
25 50 84 88
81 67 65 65
62 76 86 34
13 12 44 14
94 69 44 59
63 24 42 30
53 64 51 78
61 31 96 33
40 67 47 89
50 96 39 41
92 76 80 97
39 61 98 66
27 91 83 21
13582 10503 8708 6800
62 63 28 55
19 87 76 43
94 93 59 51
61 15 87 48
30 42 86 77
30 60 50 61
60 14 21 90
55 66 99 86
76 53 41 36
43 29 26 96
20 63 93 98
13 98 65 18
25 87 24 83
42 73 77 48
34 77 18 74
99 58 25 100
75 47 86 56
70 64 64 10
36 79 55 21
63 31 45 53
91 10 45 22
75 25 12 55
94 83 66 55
64 97 81 10
53 88 16 27
86 35 79 28
47 62 79 37
11 43 79 100
65 97 62 51
70 15 92 42
77 83 81 52
57 61 54 36
33 86 60 81
84 85 38 66
64 64 97 41
80 44 11 47
64 29 98 67
94 31 95 27
19 84 48 68
15 93 84 18
85 63 10 43
16 75 52 34
36 42 72 39
99 71 16 22
17 94 92 88
81 79 22 90
98 11 86 27
60 75 40 58
95 97 10 93
73 94 62 11
14 85 43 59
82 76 88 55
15 18 86 68
21 79 84 67
48 14 63 43
44 62 22 54
13 13 17 73
78 13 64 42
35 82 60 29
95 33 96 97
24 99 11 59
64 97 46 40
48 98 59 64
34 77 44 16
26 50 59 85
70 58 29 90
45 51 52 17
91 79 92 43
92 14 89 27
29 29 99 90
94 54 80 25
54 72 99 59
58 66 19 29
80 42 85 53
75 50 100 31
38 26 67 16
11 13 19 99
98 60 74 60
69 72 79 46
99 31 39 39
81 55 40 34
84 35 48 86
81 97 32 35
91 100 91 20
30 13 23 99
47 67 22 24
72 90 40 49
94 90 44 17
79 49 54 29
75 75 33 61
68 12 55 99
24 68 22 71
63 85 11 49
90 49 43 53
95 70 36 90
97 96 42 79
71 59 38 48
24 12 11 45
54 41 95 72
45 11 53 77
12964 10726 8522 6073
43 70 18 78
92 72 57 73
18 100 37 44
15 84 92 84
35 47 92 98
74 67 41 50
39 24 10 51
99 14 64 64
41 42 38 76
43 63 87 77
35 55 97 17
65 89 35 78
92 70 55 41
53 97 82 85
83 100 55 39
41 41 97 23
22 25 55 57
19 38 18 65
78 51 37 63
90 13 76 87
52 22 74 35
69 99 36 93
43 95 35 26
77 19 34 65
42 37 83 46
55 74 47 47
89 15 42 94
27 92 56 70
38 26 79 72
24 75 100 85
66 99 17 30
82 17 87 82
44 17 58 29
94 22 49 37
84 54 31 84
40 31 29 22
50 34 77 47
27 92 61 82
23 15 69 32
62 22 97 85
57 33 52 34
57 77 37 58
47 68 68 85
87 25 51 26
62 73 56 65
13 59 27 63
24 64 19 27
98 56 80 41
27 61 23 11
19 60 78 61
71 24 86 78
44 35 30 45
15 92 88 77
31 61 90 66
19 16 81 47
20 68 52 28
48 53 69 68
99 64 17 86
56 16 27 54
53 35 46 43
31 15 96 32
59 46 79 12
43 85 86 80
86 71 10 68
64 98 28 85
27 15 22 85
58 57 33 97
19 48 39 68
62 78 25 84
14 68 13 94
28 50 100 17
13 17 31 25
98 73 21 85
37 50 12 97
35 11 69 71
52 33 24 11
18 65 90 51
51 20 11 95
95 75 18 65
58 31 97 75
36 70 68 22
40 30 45 32
74 93 38 87
76 51 88 88
59 89 84 98
28 24 58 40
12 55 54 53
74 29 98 37
55 38 10 23
37 16 80 29
61 49 66 49
25 42 45 99
81 21 10 45
89 97 39 46
78 68 76 10
80 31 51 95
46 57 25 66
87 92 67 63
29 74 53 36
67 31 93 56
12799 9909 7990 6466
43 95 25 63
37 32 67 75
46 36 25 12
69 52 38 40
84 59 49 10
37 65 39 26
83 94 42 57
63 42 29 45
82 11 78 59
83 49 17 31
89 64 23 79
30 47 91 32
81 13 74 49
12 66 62 64
89 94 18 13
82 81 81 99
66 99 23 36
52 48 17 17
69 73 39 98
54 14 80 12
100 79 18 45
62 75 57 96
48 70 76 84
99 33 71 88
91 81 65 56
92 45 89 52
45 44 80 11
10 51 65 61
95 86 78 95
67 28 52 33
18 100 75 47
17 20 98 51
58 47 65 47
18 97 79 23
94 49 40 23
26 68 59 26
36 39 52 83
46 99 18 10
99 87 37 62
49 38 27 73
70 42 34 55
99 44 54 76
62 55 73 45
19 87 38 47
16 90 96 29
89 96 88 12
15 26 64 26
47 95 84 36
41 71 15 44
46 28 98 91
22 79 28 49
87 17 53 53
91 34 85 77
29 96 12 78
48 87 59 95
59 84 63 69
48 23 48 13
10 35 65 50
70 42 38 42
19 100 38 17
43 87 54 78
93 51 34 27
83 19 39 21
75 34 82 74
79 60 30 67
36 46 13 11
26 16 19 40
28 97 56 65
15 63 63 66
53 39 70 86
78 58 71 91
63 33 57 97
15 23 55 12
99 25 69 17
43 98 63 81
54 32 74 82
75 45 16 72
68 52 32 10
90 54 39 18
52 82 16 42
42 25 36 93
31 52 89 92
64 12 99 87
62 32 12 47
64 36 97 31
41 85 24 64
58 76 24 60
83 98 94 60
58 100 79 54
69 49 69 84
98 74 68 40
65 94 78 71
27 15 33 34
88 54 78 90
47 55 60 16
76 10 70 69
64 90 89 29
22 15 10 93
40 46 63 86
21 65 87 87
13683 10573 8791 5708
80 76 92 79
36 34 77 91
96 27 49 23
65 49 89 14
15 27 22 45
97 59 49 72
48 72 41 41
53 98 93 29
39 89 50 21
35 83 86 21
49 17 91 52
32 44 29 54
65 54 74 70
48 63 65 42
49 17 44 93
11 65 72 75
16 50 15 48
57 37 17 95
72 67 39 61
