20 100 4
89 76 93 79
14411 12140 9647 7256
19 81 65 13
26 32 85 20
22 69 61 64
62 91 29 53
70 29 26 61
84 42 51 27
17 59 55 12
58 19 42 90
86 69 63 44
61 77 54 48
10 67 48 10
62 20 62 59
50 95 72 93
31 22 96 82
75 69 97 61
48 82 28 71
83 35 41 64
47 63 62 95
41 39 32 38
16 87 69 52
73 25 14 43
39 75 99 22
89 29 56 60
46 93 97 92
27 70 16 55
82 60 31 85
21 69 62 65
62 62 27 83
96 26 51 87
72 40 49 19
23 93 81 36
83 54 32 46
51 80 46 23
100 84 59 85
86 93 92 56
88 62 71 33
45 12 19 52
91 48 92 60
63 71 52 100
62 53 91 10
24 14 99 36
79 25 55 69
22 36 20 33
50 50 33 90
55 10 71 82
89 11 56 79
51 93 87 41
85 70 67 95
85 63 54 57
41 51 77 69
53 21 19 32
46 33 82 62
61 46 60 28
93 20 69 15
78 50 18 68
26 15 21 49
69 97 96 71
10 39 43 81
81 12 88 42
33 57 16 83
98 12 11 56
58 67 70 56
83 62 65 29
92 100 15 55
48 15 19 12
33 52 84 68
56 65 58 72
95 74 45 82
31 48 83 36
39 10 15 49
38 64 78 55
33 64 83 66
30 18 75 97
87 58 25 90
22 69 51 63
37 30 51 69
93 61 17 73
53 46 95 98
14 63 65 59
93 48 95 86
75 40 42 63
48 67 67 62
46 23 36 25
83 84 42 16
42 35 99 92
58 90 63 48
24 93 93 87
41 47 12 81
96 25 46 77
92 59 99 28
79 23 25 64
58 95 55 96
41 10 46 52
93 22 95 50
32 29 82 31
30 19 76 20
43 93 49 21
84 94 47 57
53 91 58 27
27 93 19 14
13479 11810 8898 7103
75 52 72 100
78 58 35 76
29 14 81 55
12 41 95 53
90 49 26 67
28 13 70 57
54 62 72 55
21 21 48 15
84 88 64 70
35 48 50 74
15 25 89 78
24 13 24 59
34 53 85 40
16 79 29 56
39 53 18 65
49 54 88 15
46 99 56 58
78 14 96 71
31 43 12 68
38 79 32 100
69 21 26 27
62 35 92 100
88 92 14 82
95 57 41 70
98 72 83 71
52 94 81 17
43 50 47 54
98 84 38 11
13 76 28 89
31 47 91 21
100 22 49 59
34 20 22 11
14 43 99 17
18 75 40 75
62 56 90 56
94 22 60 49
89 99 48 84
42 54 37 70
70 43 10 22
81 25 19 32
65 26 38 24
13 29 96 64
58 96 83 50
63 88 65 59
23 27 25 23
67 90 41 84
74 68 63 77
28 74 48 88
89 64 88 92
11 48 89 78
45 26 73 52
41 91 61 51
81 20 42 61
10 51 86 17
71 99 38 56
21 26 71 16
54 22 20 13
69 49 86 88
30 77 30 64
38 57 33 100
85 35 64 57
85 43 57 76
69 37 74 54
57 21 61 87
42 22 90 86
64 25 96 50
29 36 50 35
87 99 96 13
96 38 100 51
57 52 77 42
27 31 39 91
27 84 88 62
66 89 94 60
67 82 29 27
57 97 20 73
52 24 29 46
37 38 32 92
22 83 81 19
73 71 61 22
10 38 86 60
23 51 14 77
87 67 42 69
66 78 81 65
72 12 85 67
57 62 36 59
75 14 74 93
93 34 76 28
20 61 26 96
43 18 18 53
28 71 59 67
52 67 85 15
51 71 19 44
62 72 61 63
84 18 84 71
87 48 95 28
20 84 32 30
92 59 94 43
88 15 61 26
94 42 68 100
69 32 83 18
13028 10362 8926 6698
28 44 80 68
85 35 81 23
32 60 11 28
65 67 40 83
98 95 24 99
32 45 13 16
55 61 56 41
71 33 94 11
47 25 90 12
96 71 49 45
35 39 88 71
66 71 10 92
72 85 47 47
48 95 33 57
31 37 35 45
83 47 74 90
72 95 61 16
12 59 62 78
55 53 77 28
69 34 48 90
69 46 67 92
93 75 43 54
28 38 29 28
46 38 98 63
38 72 21 99
49 66 59 26
16 12 22 40
83 96 27 77
64 11 49 77
98 27 98 52
40 15 15 70
21 10 90 42
40 11 99 58
44 73 100 48
83 18 36 26
13 21 70 97
70 100 50 41
52 70 51 72
55 28 15 49
70 36 83 24
85 72 95 82
50 16 47 92
17 14 25 33
80 30 80 76
47 36 59 41
69 34 50 44
38 90 20 68
67 98 22 95
68 80 30 21
91 59 27 58
72 36 38 97
75 45 79 60
39 65 56 93
24 40 67 88
78 69 59 61
20 28 85 52
55 33 14 84
56 39 13 64
74 97 100 32
74 62 50 59
74 31 66 75
24 73 20 79
77 79 10 97
100 38 26 93
70 21 54 94
41 45 16 76
79 64 13 19
91 58 79 87
13 85 61 91
92 67 55 82
98 37 49 85
54 61 62 46
82 77 82 87
82 25 49 91
88 23 84 44
14 30 67 10
70 38 44 12
66 92 49 31
34 77 60 95
77 65 62 66
32 36 36 54
67 67 31 24
71 10 26 34
58 51 36 51
51 57 97 73
12 31 76 100
63 15 26 74
85 85 38 79
21 100 98 91
28 22 20 29
88 95 65 52
49 49 35 73
56 61 67 91
61 57 52 17
94 56 66 55
86 32 62 96
58 43 52 85
82 83 47 26
46 65 18 75
77 45 17 25
13356 10863 8188 6565
48 44 51 19
37 87 15 49
73 78 25 65
95 38 60 46
82 81 100 96
52 45 34 81
66 17 29 67
58 77 74 37
98 13 82 23
31 62 41 35
81 80 83 14
22 18 46 16
26 63 77 57
88 84 55 97
18 15 98 20
61 90 53 28
85 46 89 41
42 88 16 17
37 39 92 95
81 93 19 56
89 62 29 11
89 46 31 56
59 51 54 47
55 16 38 45
100 84 29 99
65 50 72 16
31 52 67 31
100 80 98 65
75 50 83 65
27 60 17 70
71 35 32 30
56 60 41 93
84 29 93 24
62 52 54 88
93 30 98 50
73 57 51 98
90 29 86 98
76 48 45 36
91 81 86 91
31 15 35 78
48 46 71 43
91 92 58 29
33 69 11 78
88 95 93 81
97 44 57 58
74 32 45 48
85 51 82 55
82 82 34 32
16 66 21 46
58 88 40 55
10 19 95 67
21 13 53 82
57 11 91 23
11 96 80 14
59 14 76 41
30 54 32 60
23 100 67 84
23 16 38 39
40 99 47 98
100 51 56 74
64 15 19 19
40 19 27 10
100 35 18 10
83 100 12 97
84 52 31 36
86 62 17 17
55 81 78 54
81 96 62 12
50 51 27 92
90 43 90 25
24 36 10 94
53 51 71 32
62 58 51 77
60 79 44 66
75 77 50 52
47 84 72 84
50 75 65 44
79 64 83 23
67 42 69 36
48 52 32 57
47 39 84 57
23 69 89 68
90 87 73 51
34 84 100 75
100 100 18 73
79 98 93 71
19 82 28 49
15 85 86 72
45 43 71 24
71 87 12 67
83 33 69 64
70 68 67 77
98 39 16 31
20 36 80 84
96 71 92 42
36 19 69 71
77 44 30 55
47 53 78 34
25 69 22 29
86 67 83 66
13333 10416 8430 6103
86 22 53 27
45 47 77 56
71 68 35 11
31 50 91 24
69 45 63 42
10 95 45 96
87 34 82 96
31 22 23 70
42 21 72 35
38 77 26 71
14 29 67 65
52 14 43 39
66 26 76 59
57 74 54 66
64 62 100 81
60 96 45 100
31 31 17 62
50 54 12 37
15 66 99 65
11 17 81 60
45 97 31 68
13 96 16 10
23 100 38 71
54 42 56 89
16 67 69 36
36 53 10 22
67 64 67 71
20 82 94 86
66 43 69 39
29 81 46 16
20 77 14 42
38 30 52 80
54 55 84 29
58 53 16 30
25 34 78 73
48 57 60 25
57 39 17 35
48 60 78 45
16 85 45 55
37 59 60 86
33 41 19 75
35 82 87 29
63 24 32 65
55 14 15 61
19 64 66 39
62 52 24 57
28 52 97 18
18 85 93 55
33 98 15 24
71 86 38 96
47 60 35 12
73 86 77 72
31 92 86 28
20 33 32 87
53 65 32 12
80 39 80 75
27 43 47 44
78 32 61 70
64 35 59 74
34 58 76 91
97 39 66 66
25 35 86 87
46 64 49 64
95 59 16 59
56 50 54 17
98 69 33 100
17 72 78 57
84 56 88 32
80 88 44 31
90 23 23 74
71 99 73 26
95 52 86 25
50 53 48 23
90 91 100 54
80 82 24 79
70 14 82 63
87 37 60 54
51 82 67 49
46 63 12 45
85 98 66 89
47 28 29 73
29 77 45 74
68 78 76 66
65 34 39 79
63 80 40 17
19 95 81 58
50 59 31 19
13 99 19 18
93 80 30 94
45 86 95 57
98 72 47 63
14 72 59 25
64 17 65 94
31 68 37 77
36 50 44 43
42 36 85 27
56 96 22 67
41 95 84 86
35 38 44 74
23 47 35 82
12893 10822 8642 7247
43 60 42 49
55 57 84 20
72 10 64 100
61 71 83 21
63 71 11 99
92 64 33 97
41 76 93 59
10 60 52 10
47 24 22 25
43 75 22 79
32 51 24 96
78 19 98 74
33 13 48 94
57 78 61 16
30 35 85 15
92 15 27 39
59 41 33 63
83 33 43 12
26 35 74 30
42 89 21 30
16 63 22 96
66 48 89 44
51 36 45 95
31 88 17 86
45 88 15 85
65 28 90 30
16 29 15 97
16 21 72 20
58 44 22 43
17 62 69 98
79 31 67 22
17 62 28 81
33 63 79 69
41 99 42 74
33 91 60 22
85 74 34 50
88 32 25 73
42 60 15 30
73 92 21 90
23 86 52 61
36 78 78 19
66 22 50 38
76 33 20 91
26 53 77 78
62 13 75 27
72 95 65 67
67 73 12 93
39 26 51 93
95 79 64 67
88 64 68 44
35 44 64 56
49 54 97 74
63 39 95 63
66 80 36 27
52 66 65 59
70 82 32 89
77 15 11 55
19 25 93 11
82 80 19 33
29 94 21 56
23 67 54 28
89 45 97 10
76 82 28 15
55 67 70 79
57 20 95 78
76 82 29 83
30 10 21 74
75 13 74 80
71 84 69 34
73 69 60 73
45 74 17 47
56 55 57 47
60 25 34 95
73 69 87 90
24 96 35 67
19 64 86 27
17 78 91 86
64 12 22 61
48 11 53 40
67 38 93 54
26 52 26 46
48 31 49 46
40 24 25 81
53 23 17 91
58 91 45 82
72 85 38 52
55 100 98 45
62 55 41 95
40 14 45 76
15 43 19 62
68 62 17 86
70 41 98 20
11 72 84 43
24 27 89 79
99 45 90 30
28 70 82 100
89 43 40 83
75 61 56 55
98 85 17 86
59 79 86 75
12828 10935 9072 6027
92 48 72 53
35 16 38 10
74 97 31 13
69 60 17 58
19 27 42 94
90 11 54 63
32 89 83 21
44 75 92 80
100 50 63 56
31 59 73 81
89 62 71 34
94 82 63 30
46 30 54 32
29 75 83 68
18 42 83 34
62 98 71 21
49 98 48 87
11 28 91 67
84 10 73 84
40 84 44 18
81 67 100 21
61 26 31 37
63 71 100 36
99 100 59 99
25 41 90 75
100 54 85 90
77 16 10 38
44 30 40 96
73 55 77 90
30 36 45 87
38 34 49 66
26 11 54 35
85 28 14 14
16 27 49 56
78 26 88 29
48 67 47 54
34 61 45 16
87 59 17 67
98 58 29 59
83 58 45 89
59 21 57 44
31 31 74 38
18 23 16 45
81 79 14 42
63 64 72 28
85 87 51 76
17 37 67 11
90 95 36 75
16 94 44 39
65 13 100 30
19 34 70 32
65 48 94 90
11 26 50 84
34 57 54 91
73 43 44 43
21 56 17 40
57 23 11 40
91 84 10 62
63 38 44 24
45 17 36 66
68 49 72 85
16 82 92 96
36 51 12 76
48 93 61 95
44 28 61 20
16 50 40 35
19 20 92 31
87 67 74 85
47 97 96 99
16 38 51 23
30 53 12 98
20 17 12 50
50 67 97 98
95 65 40 27
26 73 15 64
36 13 99 23
97 42 24 66
21 52 46 17
86 37 43 21
90 76 26 33
92 14 71 77
56 32 70 28
33 91 21 92
29 31 16 68
65 29 78 16
25 71 32 97
43 85 45 76
64 84 70 83
34 27 58 19
41 99 74 51
81 75 13 90
52 95 20 61
63 43 35 15
98 79 91 62
62 84 29 64
77 13 13 13
65 47 49 83
45 21 40 25
56 58 24 46
77 41 47 57
13243 10521 8654 6735
67 69 25 46
43 56 30 69
12 57 11 36
93 40 79 66
80 56 33 96
86 23 11 79
40 19 37 70
93 53 99 91
18 71 61 37
42 94 51 87
70 100 75 83
73 49 25 39
53 79 71 59
21 59 77 37
89 35 57 50
71 45 87 25
48 15 39 63
91 19 55 13
37 85 96 86
57 72 70 82
58 97 99 86
49 78 95 68
66 77 99 73
89 28 98 81
48 93 31 71
59 10 43 61
100 30 66 67
12 100 85 37
38 37 30 48
63 34 24 15
98 65 47 73
31 95 75 19
97 24 14 95
75 56 34 37
46 95 18 67
49 48 43 63
30 61 12 28
22 15 84 72
20 17 93 63
62 77 25 31
95 15 35 11
61 22 79 71
59 65 29 61
85 88 29 47
92 77 34 85
49 37 86 40
62 10 41 18
40 46 88 56
69 25 11 22
81 26 51 56
50 28 94 63
59 66 100 20
97 36 30 12
93 25 96 76
39 76 92 22
20 52 30 28
30 29 80 82
19 22 21 22
84 82 53 90
61 92 12 77
58 76 41 87
39 65 78 11
70 32 57 96
78 17 48 88
28 15 60 28
13 94 23 32
31 21 20 83
16 75 41 95
59 66 58 83
58 14 74 13
33 26 24 51
74 17 79 49
44 96 34 100
15 28 24 47
59 86 40 55
52 88 99 68
73 27 88 83
29 75 99 46
48 76 75 36
29 79 28 90
69 44 67 95
42 84 61 76
95 62 98 95
28 28 59 88
35 88 97 70
64 79 26 37
59 32 97 90
91 35 57 14
34 67 22 62
36 33 52 92
37 48 36 11
41 34 30 62
99 27 18 12
52 64 51 33
35 12 39 29
28 25 30 94
94 65 83 14
96 53 83 51
67 82 53 76
27 93 61 87
13594 11658 9341 6216
72 89 99 24
28 41 84 43
70 64 20 57
61 51 43 77
36 73 17 90
42 62 41 75
95 89 68 79
29 61 49 15
63 53 56 74
57 68 78 34
40 24 19 62
96 16 25 60
14 24 88 40
78 44 48 27
100 87 33 45
93 58 14 38
54 14 27 71
86 33 60 29
25 74 47 45
40 86 23 51
26 26 47 95
51 40 90 46
43 81 22 91
69 68 55 58
31 88 51 35
93 15 84 28
28 27 66 26
33 41 53 16
93 25 88 29
11 81 17 68
71 68 77 45
38 61 79 75
30 76 48 53
53 52 38 39
77 71 31 48
85 69 36 71
61 60 32 16
21 33 69 80
64 45 27 11
89 46 96 95
70 39 92 95
21 56 70 34
27 71 70 91
41 48 30 47
49 49 40 30
31 45 39 84
100 12 11 35
71 21 98 49
38 87 34 78
43 21 64 12
65 61 47 61
47 82 88 62
86 85 56 40
95 33 16 96
82 94 85 41
39 53 46 52
99 77 85 65
21 63 81 53
57 32 33 85
73 67 13 28
16 18 81 32
95 87 23 56
78 36 13 97
25 37 29 29
88 50 49 74
25 66 39 93
65 51 27 57
61 13 76 32
48 45 97 21
55 62 62 94
36 67 10 12
39 62 72 42
65 84 83 70
77 83 91 32
24 85 24 56
31 77 82 12
23 61 29 16
52 70 52 90
29 88 74 37
71 63 33 72
86 88 83 91
62 55 42 18
19 99 60 29
74 74 87 13
20 88 100 56
70 95 56 54
27 99 68 91
17 82 78 85
46 92 23 53
25 33 18 89
29 10 88 10
57 94 58 50
18 30 18 75
81 95 90 13
83 88 83 77
10 76 98 42
22 19 14 44
68 38 61 89
14 98 70 88
23 16 93 46
13722 10558 8071 6547
71 96 42 67
74 53 61 76
19 53 34 90
91 60 25 20
29 35 15 45
13 98 90 94
76 26 72 42
76 63 50 60
26 97 87 65
57 42 33 42
13 85 33 39
27 10 76 93
84 28 84 39
86 77 75 99
96 30 31 22
40 88 94 17
10 37 69 23
54 90 66 60
40 84 47 41
31 23 77 61
93 53 20 63
47 58 33 59
62 81 39 60
27 32 22 19
52 46 29 78
80 87 52 35
80 20 93 97
14 88 98 60
36 20 13 19
57 21 70 66
77 75 24 86
60 34 92 34
36 72 31 60
29 59 11 40
30 21 34 45
54 52 38 57
71 74 61 78
93 64 51 20
10 17 18 32
69 22 13 41
38 55 29 37
20 51 91 13
32 87 98 29
98 77 75 70
45 23 67 73
74 57 25 97
79 13 94 49
24 22 88 57
15 36 85 41
56 55 95 88
31 95 23 84
79 58 98 93
71 100 65 49
28 96 47 61
45 20 77 15
41 81 17 97
52 91 88 99
62 82 15 56
31 57 25 85
51 33 49 63
90 14 16 67
73 40 75 99
58 92 39 32
32 86 60 81
70 77 60 88
62 55 49 69
61 20 65 34
45 83 94 43
32 19 43 48
81 30 11 81
17 16 100 96
52 50 40 22
95 81 42 75
27 99 17 71
82 75 24 44
11 96 39 32
38 16 48 44
73 57 85 39
79 98 99 91
60 11 41 50
49 24 14 91
71 49 27 10
84 78 49 11
54 69 92 89
19 55 50 96
31 92 38 84
66 27 12 91
80 14 18 82
60 67 48 62
54 58 98 35
75 51 57 56
43 40 24 24
60 75 14 47
19 96 56 97
64 16 92 26
86 19 50 72
46 14 47 11
20 31 68 71
58 58 43 28
67 29 34 27
12526 10864 9114 6619
12 39 83 22
62 14 96 56
78 32 77 22
90 19 54 85
52 16 88 94
40 44 35 98
46 62 92 96
14 74 70 17
39 24 91 38
59 28 75 84
25 68 91 57
65 92 85 77
90 15 22 34
74 37 60 62
18 14 19 97
85 73 59 41
28 44 32 18
19 36 42 47
25 21 27 75
32 33 37 47
14 68 77 72
63 47 78 57
81 63 83 37
77 95 42 26
17 79 30 67
64 34 20 26
83 59 32 96
36 18 51 50
10 74 21 65
96 46 10 54
76 60 48 84
72 66 94 43
95 54 93 86
70 40 29 42
39 79 55 32
57 66 60 76
97 66 97 95
17 76 60 45
26 74 42 32
16 59 74 14
67 58 60 82
41 24 20 15
10 76 12 21
37 75 44 25
19 24 77 17
89 59 88 58
64 44 13 36
94 74 72 76
32 94 64 24
84 53 30 75
46 48 54 68
52 25 95 11
19 29 57 29
42 10 48 97
48 76 11 20
50 63 38 72
41 99 41 90
78 54 65 56
78 19 12 16
39 67 66 98
32 56 92 28
56 47 10 62
34 63 52 49
40 45 62 12
88 75 19 79
20 66 67 43
66 36 56 72
11 75 62 53
40 96 41 90
15 17 33 84
92 49 81 34
61 46 70 52
70 24 35 92
36 69 65 67
63 17 68 100
96 68 39 40
10 60 32 78
88 45 29 29
79 36 15 47
62 22 79 18
63 42 93 32
38 36 69 51
32 22 70 40
31 10 18 54
86 43 44 65
92 100 53 90
88 20 52 13
41 87 56 95
27 37 62 51
31 12 82 60
61 76 50 26
21 63 82 95
55 61 88 69
43 76 39 11
34 77 13 23
21 86 16 87
81 24 58 58
62 10 74 57
10 98 25 84
49 80 83 29
13529 10866 8753 6422
30 69 61 31
67 82 96 62
41 93 78 82
22 36 76 33
53 49 24 95
77 33 34 65
59 67 17 73
47 86 92 24
10 10 43 83
38 20 28 37
57 52 46 65
24 17 70 43
90 19 93 41
69 15 34 12
31 92 77 62
57 96 33 100
87 46 97 88
33 98 32 23
84 84 57 17
91 79 21 83
62 30 34 53
15 89 44 87
30 70 14 74
12 70 28 79
56 100 83 71
64 43 74 78
95 65 31 65
49 46 57 19
75 33 27 64
64 55 80 86
30 27 42 33
49 55 57 81
58 46 51 48
25 32 68 21
63 46 63 23
44 18 82 78
95 39 37 86
98 41 87 94
39 90 12 57
28 98 90 44
99 73 40 65
95 54 67 27
73 34 87 54
22 35 11 75
31 17 32 40
97 19 92 69
31 41 25 25
44 69 99 87
27 94 94 52
66 90 84 57
74 49 51 53
33 81 62 41
91 77 69 88
41 49 77 56
12 39 38 44
11 15 28 16
89 79 98 34
48 48 39 81
92 28 23 91
43 32 76 47
35 88 75 84
90 92 38 87
65 82 93 12
15 50 81 79
71 12 80 28
81 67 79 52
85 11 38 60
96 99 75 48
18 59 20 93
76 54 69 43
11 15 95 94
65 14 46 84
47 51 12 60
71 24 97 18
98 88 17 86
65 48 60 50
86 41 49 48
41 48 16 85
85 27 63 42
15 53 86 39
61 51 12 31
13 39 48 38
40 32 50 51
63 65 65 27
45 11 60 89
37 25 65 41
49 60 57 37
22 22 36 82
41 29 68 44
47 49 86 37
86 20 100 86
12 83 93 81
16 72 76 46
45 36 70 59
22 10 27 79
20 40 69 49
81 61 91 88
91 15 80 50
16 27 94 67
90 14 24 27
13473 11220 8552 5868
37 79 76 87
28 24 21 13
66 26 50 20
46 31 92 40
53 54 99 95
52 59 27 31
88 68 71 68
56 84 96 74
38 100 73 63
26 65 60 65
35 31 41 73
49 91 24 84
37 60 70 33
23 36 23 91
61 45 98 95
53 60 76 65
54 14 87 81
56 40 80 69
59 43 12 16
89 16 58 33
38 24 23 40
96 73 16 99
85 80 73 41
37 49 50 57
97 42 75 22
98 66 87 50
26 41 75 81
78 32 77 29
18 85 49 13
20 63 95 73
65 84 94 53
32 10 92 71
82 53 38 31
15 61 23 97
30 76 14 10
85 53 17 46
86 71 88 10
17 91 38 46
42 30 32 40
47 15 78 14
74 91 50 57
51 36 18 62
22 10 13 63
11 92 60 94
12 73 18 72
71 40 52 21
17 24 69 75
94 25 33 28
49 96 74 45
98 74 76 84
95 57 72 64
95 20 74 28
50 55 47 17
42 29 92 49
51 62 28 90
23 14 77 78
76 77 24 66
29 56 59 56
63 34 50 21
16 30 12 62
34 15 96 70
57 17 76 81
97 37 70 49
65 23 64 30
20 21 36 34
94 98 82 23
66 21 61 65
92 81 81 57
56 52 32 68
72 76 74 78
92 57 32 95
18 50 18 60
92 24 50 77
33 24 32 90
43 20 72 46
79 62 78 58
36 15 50 26
51 84 32 75
28 89 48 95
72 78 79 64
66 98 20 31
78 55 67 67
52 58 60 28
29 44 55 71
79 85 95 54
20 53 62 56
38 21 43 58
61 98 13 93
25 71 34 11
79 28 67 64
32 19 17 18
40 92 73 51
84 52 36 71
31 92 10 21
52 70 25 17
92 15 93 41
17 26 41 36
95 72 52 17
72 98 12 57
53 55 92 10
11830 10002 8876 6422
87 35 12 69
46 61 30 44
38 61 40 12
30 24 54 54
12 81 84 17
46 100 10 58
92 28 37 38
10 97 72 90
48 74 37 61
79 84 82 47
85 70 19 90
63 52 34 44
27 26 37 78
69 52 73 100
13 84 91 34
66 33 58 77
16 96 91 99
26 23 44 75
35 50 55 93
64 96 64 93
80 52 90 49
14 37 34 81
75 15 24 57
51 27 38 50
97 19 78 30
12 77 82 56
99 93 25 23
22 64 80 74
73 64 72 10
34 89 67 95
93 57 86 92
37 19 49 97
35 55 79 92
67 32 53 82
49 94 80 11
18 21 66 97
40 29 19 61
74 45 39 90
72 67 86 94
95 69 13 28
50 30 76 10
34 10 86 54
71 70 30 65
84 84 53 16
92 63 78 95
18 89 14 79
63 88 94 28
20 54 78 18
33 80 57 70
16 32 100 41
17 85 57 10
12 76 43 91
100 22 81 37
100 100 35 61
36 72 44 73
49 71 83 90
61 49 22 94
60 56 92 20
89 34 18 30
32 16 69 30
99 54 51 40
79 77 71 25
89 96 42 61
54 92 37 33
33 23 98 48
28 60 41 53
63 76 68 25
99 14 55 20
69 54 35 78
46 93 82 12
44 60 25 12
46 19 98 92
52 92 62 79
67 85 53 19
19 57 24 55
78 25 62 22
79 63 75 65
79 19 64 82
26 34 47 43
54 80 99 53
53 44 59 76
62 99 10 69
24 20 86 63
16 86 58 17
80 33 18 53
93 50 41 99
53 74 79 41
96 83 11 63
53 31 14 20
83 83 78 46
31 54 62 55
71 29 52 11
69 91 98 65
85 99 15 84
33 35 36 41
30 53 10 26
27 27 16 67
37 34 20 65
88 79 80 78
31 62 44 60
13424 10448 8707 7250
61 15 84 66
24 91 41 87
39 69 95 57
97 37 53 61
90 18 26 20
32 65 86 87
33 48 27 66
79 45 47 84
73 92 15 42
61 89 52 92
96 96 17 37
19 16 81 18
64 11 11 62
68 22 66 29
45 50 99 78
73 57 94 89
56 89 42 28
74 51 43 66
39 89 53 21
